transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week
TXN-004675,7/22/2024,8:15,Dubai-Al Quoz,AC Service,406.84,155.14,251.7,Cash,Completed,2024-07,Q3,Monday
TXN-004676,7/22/2024,10:49,Dubai-Al Quoz,Oil Change,172.2,73.13,99.07,Card,Completed,2024-07,Q3,Monday
TXN-004677,7/22/2024,15:42,Dubai-Al Quoz,Brake Service,409.87,164.13,245.74,Corporate Account,Completed,2024-07,Q3,Monday
TXN-004678,7/22/2024,13:58,Dubai-Al Quoz,Battery Replacement,320.14,127.99,192.15,Card,Completed,2024-07,Q3,Monday
TXN-004679,7/22/2024,12:33,Dubai-Al Quoz,Oil Change,174.25,77.76,96.49,Card,Completed,2024-07,Q3,Monday
TXN-004680,7/22/2024,12:25,Dubai-Al Quoz,Wheel Alignment,141.14,45.01,96.13,Card,Completed,2024-07,Q3,Monday
TXN-004681,7/22/2024,9:46,Dubai-Al Quoz,Oil Change,175.12,65.07,110.05,Cash,Completed,2024-07,Q3,Monday
TXN-004682,7/23/2024,10:17,Dubai-Al Quoz,AC Service,368.18,159.95,208.23,Card,Completed,2024-07,Q3,Tuesday
TXN-004683,7/23/2024,11:08,Dubai-Al Quoz,Brake Service,416.94,146.93,270.01,Card,Completed,2024-07,Q3,Tuesday
TXN-004684,7/23/2024,12:07,Dubai-Al Quoz,Oil Change,0,0,0,Cash,Void,2024-07,Q3,Tuesday
TXN-004685,7/23/2024,17:02,Dubai-Al Quoz,AC Service,377.06,165.29,211.77,Card,Completed,2024-07,Q3,Tuesday
TXN-004686,7/23/2024,16:34,Dubai-Al Quoz,Oil Change,179.01,64.26,114.75,Card,Completed,2024-07,Q3,Tuesday
TXN-004687,7/23/2024,11:16,Dubai-Al Quoz,Brake Service,442.19,179.04,263.15,Cash,Completed,2024-07,Q3,Tuesday
TXN-004688,7/23/2024,18:49,Dubai-Al Quoz,Engine Diagnostics,194.32,76.22,118.1,Cash,Completed,2024-07,Q3,Tuesday
TXN-004689,7/23/2024,8:07,Dubai-Al Quoz,AC Service,421.74,151.28,270.46,Online,Completed,2024-07,Q3,Tuesday
TXN-004690,7/23/2024,13:42,Dubai-Al Quoz,Full Service,778.25,243.26,534.99,Card,Completed,2024-07,Q3,Tuesday
TXN-004691,7/23/2024,12:12,Dubai-Al Quoz,AC Service,379.61,152.22,227.39,Card,Completed,2024-07,Q3,Tuesday
TXN-004692,7/23/2024,9:27,Dubai-Al Quoz,Oil Change,168.02,71.83,96.19,Card,Completed,2024-07,Q3,Tuesday
TXN-004693,7/23/2024,19:59,Dubai-Al Quoz,Oil Change,171.4,53.31,118.09,Card,Completed,2024-07,Q3,Tuesday
TXN-004694,7/23/2024,14:28,Dubai-Al Quoz,Engine Diagnostics,209.03,67.04,141.99,Card,Completed,2024-07,Q3,Tuesday
TXN-004695,7/23/2024,15:59,Dubai-Al Quoz,Oil Change,190.24,66.65,123.59,Corporate Account,Completed,2024-07,Q3,Tuesday
TXN-004696,7/23/2024,18:06,Dubai-Al Quoz,Full Service,806.62,357.03,449.59,Corporate Account,Completed,2024-07,Q3,Tuesday
TXN-004697,7/23/2024,16:09,Dubai-Al Quoz,Oil Change,175.73,56.01,119.72,Corporate Account,Completed,2024-07,Q3,Tuesday
TXN-004698,7/23/2024,16:15,Dubai-Al Quoz,Oil Change,189.07,63.22,125.85,Cash,Completed,2024-07,Q3,Tuesday
TXN-004699,7/23/2024,11:29,Dubai-Al Quoz,Brake Service,490.88,198.43,292.45,Card,Completed,2024-07,Q3,Tuesday
TXN-004700,7/23/2024,19:42,Dubai-Al Quoz,Tyre Replacement,974.79,347.59,627.2,Card,Completed,2024-07,Q3,Tuesday
TXN-004701,7/23/2024,15:29,Dubai-Al Quoz,AC Service,433.95,193.48,240.47,Cash,Completed,2024-07,Q3,Tuesday
TXN-004702,7/24/2024,9:50,Dubai-Al Quoz,Detailing,374.31,124.13,250.18,Card,Completed,2024-07,Q3,Wednesday
TXN-004703,7/24/2024,13:48,Dubai-Al Quoz,Oil Change,185.38,71.83,113.55,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004704,7/24/2024,11:25,Dubai-Al Quoz,Oil Change,186.52,75.35,111.17,Card,Completed,2024-07,Q3,Wednesday
TXN-004705,7/24/2024,10:43,Dubai-Al Quoz,Engine Diagnostics,206.85,62.65,144.2,Card,Completed,2024-07,Q3,Wednesday
TXN-004706,7/24/2024,11:33,Dubai-Al Quoz,Suspension Repair,876.08,327.01,549.07,Card,Completed,2024-07,Q3,Wednesday
TXN-004707,7/24/2024,13:48,Dubai-Al Quoz,AC Service,388.02,137.03,250.99,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004708,7/24/2024,16:24,Dubai-Al Quoz,Full Service,742.6,277.34,465.26,Cash,Completed,2024-07,Q3,Wednesday
TXN-004709,7/24/2024,9:56,Dubai-Al Quoz,Brake Service,0,0,0,Card,Void,2024-07,Q3,Wednesday
TXN-004710,7/24/2024,16:11,Dubai-Al Quoz,Brake Service,447.62,196.96,250.66,Card,Completed,2024-07,Q3,Wednesday
TXN-004711,7/24/2024,14:54,Dubai-Al Quoz,Wheel Alignment,138.16,51.39,86.77,Card,Completed,2024-07,Q3,Wednesday
TXN-004712,7/24/2024,17:52,Dubai-Al Quoz,Oil Change,176.36,62.72,113.64,Cash,Completed,2024-07,Q3,Wednesday
TXN-004713,7/24/2024,16:32,Dubai-Al Quoz,Wheel Alignment,160.9,66.89,94.01,Card,Completed,2024-07,Q3,Wednesday
TXN-004714,7/24/2024,17:28,Dubai-Al Quoz,Engine Diagnostics,208.68,63.57,145.11,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004715,7/24/2024,13:24,Dubai-Al Quoz,Suspension Repair,754.34,244.29,510.05,Cash,Completed,2024-07,Q3,Wednesday
TXN-004716,7/24/2024,14:42,Dubai-Al Quoz,Suspension Repair,816.72,252,564.72,Card,Completed,2024-07,Q3,Wednesday
TXN-004717,7/24/2024,9:52,Dubai-Al Quoz,Brake Service,451.56,167.63,283.93,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004718,7/24/2024,16:24,Dubai-Al Quoz,Oil Change,192.39,69.52,122.87,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004719,7/24/2024,8:46,Dubai-Al Quoz,Battery Replacement,316.02,135.63,180.39,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004720,7/24/2024,14:04,Dubai-Al Quoz,Battery Replacement,331.25,104.65,226.6,Online,Completed,2024-07,Q3,Wednesday
TXN-004721,7/24/2024,15:45,Dubai-Al Quoz,Wheel Alignment,139.27,48.62,90.65,Card,Completed,2024-07,Q3,Wednesday
TXN-004722,7/25/2024,19:00,Dubai-Al Quoz,Wheel Alignment,159.29,68.2,91.09,Cash,Completed,2024-07,Q3,Thursday
TXN-004723,7/25/2024,13:45,Dubai-Al Quoz,Battery Replacement,289.87,97.91,191.96,Cash,Completed,2024-07,Q3,Thursday
TXN-004724,7/25/2024,10:59,Dubai-Al Quoz,Oil Change,163.67,57.54,106.13,Card,Completed,2024-07,Q3,Thursday
TXN-004725,7/25/2024,12:00,Dubai-Al Quoz,Engine Overhaul,3542.83,1397.38,2145.45,Cash,Completed,2024-07,Q3,Thursday
TXN-004726,7/25/2024,8:39,Dubai-Al Quoz,Oil Change,192.96,79.04,113.92,Cash,Completed,2024-07,Q3,Thursday
TXN-004727,7/25/2024,8:15,Dubai-Al Quoz,Brake Service,483.55,177.77,305.78,Card,Completed,2024-07,Q3,Thursday
TXN-004728,7/25/2024,17:58,Dubai-Al Quoz,Full Service,821.34,248.07,573.27,Card,Completed,2024-07,Q3,Thursday
TXN-004729,7/25/2024,11:41,Dubai-Al Quoz,Engine Diagnostics,209.34,65.29,144.05,Corporate Account,Completed,2024-07,Q3,Thursday
TXN-004730,7/25/2024,15:19,Dubai-Al Quoz,Full Service,775.07,287.59,487.48,Card,Completed,2024-07,Q3,Thursday
TXN-004731,7/25/2024,15:12,Dubai-Al Quoz,Oil Change,164.01,51.37,112.64,Card,Completed,2024-07,Q3,Thursday
TXN-004732,7/25/2024,10:08,Dubai-Al Quoz,AC Service,432.41,194.16,238.25,Card,Completed,2024-07,Q3,Thursday
TXN-004733,7/25/2024,13:59,Dubai-Al Quoz,Suspension Repair,835.94,352.17,483.77,Card,Completed,2024-07,Q3,Thursday
TXN-004734,7/25/2024,14:36,Dubai-Al Quoz,Brake Service,481.81,173.78,308.03,Card,Completed,2024-07,Q3,Thursday
TXN-004735,7/25/2024,9:12,Dubai-Al Quoz,Oil Change,191.66,60.27,131.39,Card,Completed,2024-07,Q3,Thursday
TXN-004736,7/25/2024,9:39,Dubai-Al Quoz,Oil Change,174.56,62.45,112.11,Card,Completed,2024-07,Q3,Thursday
TXN-004737,7/25/2024,11:17,Dubai-Al Quoz,AC Service,383.41,118.27,265.14,Card,Completed,2024-07,Q3,Thursday
TXN-004738,7/26/2024,19:16,Dubai-Al Quoz,AC Service,394.53,119.07,275.46,Cash,Completed,2024-07,Q3,Friday
TXN-004739,7/26/2024,17:43,Dubai-Al Quoz,Brake Service,482.35,185.43,296.92,Corporate Account,Completed,2024-07,Q3,Friday
TXN-004740,7/26/2024,13:04,Dubai-Al Quoz,Full Service,725.45,322.46,402.99,Card,Completed,2024-07,Q3,Friday
TXN-004741,7/26/2024,11:06,Dubai-Al Quoz,AC Service,388.5,135.5,253,Online,Completed,2024-07,Q3,Friday
TXN-004742,7/26/2024,16:34,Dubai-Al Quoz,Battery Replacement,347.78,148.73,199.05,Corporate Account,Completed,2024-07,Q3,Friday
TXN-004743,7/26/2024,12:52,Dubai-Al Quoz,AC Service,368.33,112.16,256.17,Cash,Completed,2024-07,Q3,Friday
TXN-004744,7/27/2024,10:14,Dubai-Al Quoz,Wheel Alignment,143.24,45.06,98.18,Card,Completed,2024-07,Q3,Saturday
TXN-004745,7/27/2024,8:16,Dubai-Al Quoz,Tyre Replacement,957.9,384.63,573.27,Card,Completed,2024-07,Q3,Saturday
TXN-004746,7/27/2024,8:49,Dubai-Al Quoz,Oil Change,168.38,61.3,107.08,Card,Completed,2024-07,Q3,Saturday
TXN-004747,7/27/2024,18:31,Dubai-Al Quoz,Oil Change,175.9,76.26,99.64,Card,Completed,2024-07,Q3,Saturday
TXN-004748,7/27/2024,10:48,Dubai-Al Quoz,Detailing,377.83,164.24,213.59,Corporate Account,Completed,2024-07,Q3,Saturday
TXN-004749,7/27/2024,15:58,Dubai-Al Quoz,Battery Replacement,299.34,100.88,198.46,Cash,Completed,2024-07,Q3,Saturday
TXN-004750,7/27/2024,11:23,Dubai-Al Quoz,Oil Change,173.73,64.9,108.83,Corporate Account,Completed,2024-07,Q3,Saturday
TXN-004751,7/27/2024,16:02,Dubai-Al Quoz,Brake Service,451.29,196.53,254.76,Corporate Account,Completed,2024-07,Q3,Saturday
TXN-004752,7/28/2024,8:17,Dubai-Al Quoz,Battery Replacement,305.06,102.77,202.29,Card,Completed,2024-07,Q3,Sunday
TXN-004753,7/28/2024,8:03,Dubai-Al Quoz,Oil Change,188.02,82.68,105.34,Card,Completed,2024-07,Q3,Sunday
TXN-004754,7/28/2024,14:02,Dubai-Al Quoz,Suspension Repair,857.8,264.55,593.25,Corporate Account,Completed,2024-07,Q3,Sunday
TXN-004755,7/28/2024,16:47,Dubai-Al Quoz,Suspension Repair,834.32,267.74,566.58,Online,Completed,2024-07,Q3,Sunday
TXN-004756,7/28/2024,17:45,Dubai-Al Quoz,Oil Change,176.8,65.09,111.71,Card,Completed,2024-07,Q3,Sunday
TXN-004757,7/28/2024,14:05,Dubai-Al Quoz,Oil Change,162.86,72.54,90.32,Cash,Completed,2024-07,Q3,Sunday
TXN-004758,7/28/2024,16:50,Dubai-Al Quoz,Engine Diagnostics,203.44,67.53,135.91,Card,Completed,2024-07,Q3,Sunday
TXN-004759,7/28/2024,8:01,Dubai-Al Quoz,Detailing,418.09,174.62,243.47,Card,Completed,2024-07,Q3,Sunday
TXN-004760,7/28/2024,10:37,Dubai-Al Quoz,Tyre Replacement,874.17,351.79,522.38,Corporate Account,Completed,2024-07,Q3,Sunday
TXN-004761,7/28/2024,10:58,Dubai-Al Quoz,Oil Change,182.42,67.4,115.02,Card,Completed,2024-07,Q3,Sunday
TXN-004762,7/29/2024,15:07,Dubai-Al Quoz,Engine Diagnostics,203.46,73.43,130.03,Cash,Completed,2024-07,Q3,Monday
TXN-004763,7/29/2024,11:07,Dubai-Al Quoz,Wheel Alignment,158.29,58.23,100.06,Cash,Completed,2024-07,Q3,Monday
TXN-004764,7/29/2024,15:46,Dubai-Al Quoz,Oil Change,176.19,71.91,104.28,Cash,Completed,2024-07,Q3,Monday
TXN-004765,7/29/2024,11:18,Dubai-Al Quoz,AC Service,368.63,147.11,221.52,Card,Completed,2024-07,Q3,Monday
TXN-004766,7/29/2024,11:45,Dubai-Al Quoz,Wheel Alignment,152.83,64,88.83,Corporate Account,Completed,2024-07,Q3,Monday
TXN-004767,7/29/2024,10:02,Dubai-Al Quoz,Oil Change,197.42,73.28,124.14,Cash,Completed,2024-07,Q3,Monday
TXN-004768,7/29/2024,12:12,Dubai-Al Quoz,Tyre Replacement,829.76,254.23,575.53,Cash,Completed,2024-07,Q3,Monday
TXN-004769,7/29/2024,11:58,Dubai-Al Quoz,Wheel Alignment,146.47,63.25,83.22,Card,Completed,2024-07,Q3,Monday
TXN-004770,7/29/2024,8:21,Dubai-Al Quoz,AC Service,393.76,125.57,268.19,Card,Completed,2024-07,Q3,Monday
TXN-004771,7/29/2024,10:54,Dubai-Al Quoz,Oil Change,184.63,79,105.63,Card,Completed,2024-07,Q3,Monday
TXN-004772,7/29/2024,9:48,Dubai-Al Quoz,Engine Diagnostics,206.59,74.4,132.19,Card,Completed,2024-07,Q3,Monday
TXN-004773,7/29/2024,15:48,Dubai-Al Quoz,Tyre Replacement,916.93,310.42,606.51,Online,Completed,2024-07,Q3,Monday
TXN-004774,7/29/2024,8:56,Dubai-Al Quoz,Battery Replacement,316.06,131.74,184.32,Card,Completed,2024-07,Q3,Monday
TXN-004775,7/29/2024,15:09,Dubai-Al Quoz,Suspension Repair,834.1,286.25,547.85,Corporate Account,Completed,2024-07,Q3,Monday
TXN-004776,7/29/2024,18:10,Dubai-Al Quoz,AC Service,426.4,155.61,270.79,Card,Completed,2024-07,Q3,Monday
TXN-004777,7/30/2024,11:26,Dubai-Al Quoz,Brake Service,469.76,146.08,323.68,Card,Completed,2024-07,Q3,Tuesday
TXN-004778,7/30/2024,9:48,Dubai-Al Quoz,Oil Change,185.26,61.51,123.75,Cash,Completed,2024-07,Q3,Tuesday
TXN-004779,7/30/2024,15:46,Dubai-Al Quoz,Battery Replacement,295.25,110.24,185.01,Online,Completed,2024-07,Q3,Tuesday
TXN-004780,7/30/2024,18:17,Dubai-Al Quoz,Tyre Replacement,983.81,315.85,667.96,Card,Completed,2024-07,Q3,Tuesday
TXN-004781,7/30/2024,17:51,Dubai-Al Quoz,Oil Change,194.21,81.68,112.53,Online,Completed,2024-07,Q3,Tuesday
TXN-004782,7/30/2024,16:11,Dubai-Al Quoz,Oil Change,0,0,0,Card,Void,2024-07,Q3,Tuesday
TXN-004783,7/30/2024,9:47,Dubai-Al Quoz,AC Service,440.16,159.52,280.64,Card,Completed,2024-07,Q3,Tuesday
TXN-004784,7/30/2024,10:56,Dubai-Al Quoz,Oil Change,194.04,87.27,106.77,Card,Completed,2024-07,Q3,Tuesday
TXN-004785,7/30/2024,16:31,Dubai-Al Quoz,AC Service,419.26,182.05,237.21,Card,Completed,2024-07,Q3,Tuesday
TXN-004786,7/30/2024,15:04,Dubai-Al Quoz,Tyre Replacement,869.1,331.25,537.85,Card,Completed,2024-07,Q3,Tuesday
TXN-004787,7/30/2024,9:36,Dubai-Al Quoz,Engine Diagnostics,202.19,89.78,112.41,Cash,Completed,2024-07,Q3,Tuesday
TXN-004788,7/30/2024,16:40,Dubai-Al Quoz,Suspension Repair,833.46,289.1,544.36,Card,Completed,2024-07,Q3,Tuesday
TXN-004789,7/31/2024,10:41,Dubai-Al Quoz,Engine Overhaul,3676.46,1431.61,2244.85,Card,Completed,2024-07,Q3,Wednesday
TXN-004790,7/31/2024,10:40,Dubai-Al Quoz,Detailing,415.49,142.42,273.07,Cash,Completed,2024-07,Q3,Wednesday
TXN-004791,7/31/2024,19:03,Dubai-Al Quoz,AC Service,420.79,158.39,262.4,Card,Completed,2024-07,Q3,Wednesday
TXN-004792,7/31/2024,10:24,Dubai-Al Quoz,AC Service,442.48,175.62,266.86,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004793,7/31/2024,15:25,Dubai-Al Quoz,Oil Change,172.63,55.26,117.37,Card,Completed,2024-07,Q3,Wednesday
TXN-004794,7/31/2024,15:38,Dubai-Al Quoz,AC Service,426.81,169.04,257.77,Card,Completed,2024-07,Q3,Wednesday
TXN-004795,7/31/2024,17:12,Dubai-Al Quoz,Oil Change,193.32,62.74,130.58,Corporate Account,Completed,2024-07,Q3,Wednesday
TXN-004796,7/31/2024,10:23,Dubai-Al Quoz,Oil Change,170.28,74.46,95.82,Cash,Completed,2024-07,Q3,Wednesday
TXN-004797,7/31/2024,19:06,Dubai-Al Quoz,Tyre Replacement,831.61,367.63,463.98,Card,Completed,2024-07,Q3,Wednesday
TXN-004798,7/31/2024,8:50,Dubai-Al Quoz,Wheel Alignment,146.17,64.12,82.05,Card,Completed,2024-07,Q3,Wednesday
TXN-004799,7/31/2024,9:46,Dubai-Al Quoz,Oil Change,180.73,61.84,118.89,Card,Completed,2024-07,Q3,Wednesday
TXN-004800,7/31/2024,12:32,Dubai-Al Quoz,AC Service,379.08,147.57,231.51,Card,Completed,2024-07,Q3,Wednesday
TXN-004801,7/31/2024,16:27,Dubai-Al Quoz,Tyre Replacement,895.07,393.6,501.47,Card,Completed,2024-07,Q3,Wednesday
TXN-004802,7/31/2024,8:16,Dubai-Al Quoz,Oil Change,177.57,59.4,118.17,Card,Completed,2024-07,Q3,Wednesday
TXN-004803,8/1/2024,15:49,Dubai-Al Quoz,Full Service,797.43,352.55,444.88,Corporate Account,Completed,2024-08,Q3,Thursday
TXN-004804,8/1/2024,17:03,Dubai-Al Quoz,Battery Replacement,291.91,91.36,200.55,Card,Completed,2024-08,Q3,Thursday
TXN-004805,8/1/2024,15:40,Dubai-Al Quoz,Wheel Alignment,153.9,46.24,107.66,Cash,Completed,2024-08,Q3,Thursday
TXN-004806,8/1/2024,16:34,Dubai-Al Quoz,Tyre Replacement,847.73,307.43,540.3,Cash,Completed,2024-08,Q3,Thursday
TXN-004807,8/1/2024,16:55,Dubai-Al Quoz,Battery Replacement,339.28,132.22,207.06,Cash,Completed,2024-08,Q3,Thursday
TXN-004808,8/1/2024,17:57,Dubai-Al Quoz,Wheel Alignment,144.15,46.08,98.07,Corporate Account,Completed,2024-08,Q3,Thursday
TXN-004809,8/1/2024,11:24,Dubai-Al Quoz,Engine Diagnostics,188.23,79.33,108.9,Card,Completed,2024-08,Q3,Thursday
TXN-004810,8/1/2024,16:37,Dubai-Al Quoz,Full Service,688.17,241.67,446.5,Card,Completed,2024-08,Q3,Thursday
TXN-004811,8/1/2024,18:19,Dubai-Al Quoz,Battery Replacement,296.01,129.83,166.18,Card,Completed,2024-08,Q3,Thursday
TXN-004812,8/1/2024,8:51,Dubai-Al Quoz,Full Service,765.57,262.81,502.76,Cash,Completed,2024-08,Q3,Thursday
TXN-004813,8/1/2024,16:58,Dubai-Al Quoz,Battery Replacement,341.57,104.15,237.42,Card,Completed,2024-08,Q3,Thursday
TXN-004814,8/1/2024,10:57,Dubai-Al Quoz,Oil Change,165.5,64.91,100.59,Card,Completed,2024-08,Q3,Thursday
TXN-004815,8/1/2024,16:56,Dubai-Al Quoz,Oil Change,176.48,77.31,99.17,Corporate Account,Completed,2024-08,Q3,Thursday
TXN-004816,8/1/2024,15:18,Dubai-Al Quoz,Suspension Repair,835.55,352.91,482.64,Corporate Account,Completed,2024-08,Q3,Thursday
TXN-004817,8/1/2024,17:33,Dubai-Al Quoz,AC Service,375.25,162.8,212.45,Card,Completed,2024-08,Q3,Thursday
TXN-004818,8/1/2024,10:03,Dubai-Al Quoz,Detailing,404.28,133.13,271.15,Card,Completed,2024-08,Q3,Thursday
TXN-004819,8/1/2024,13:57,Dubai-Al Quoz,Tyre Replacement,831.12,368.51,462.61,Card,Completed,2024-08,Q3,Thursday
TXN-004820,8/1/2024,8:38,Dubai-Al Quoz,Wheel Alignment,152.4,66.96,85.44,Card,Completed,2024-08,Q3,Thursday
TXN-004821,8/1/2024,11:00,Dubai-Al Quoz,Suspension Repair,738.82,320.02,418.8,Card,Completed,2024-08,Q3,Thursday
TXN-004822,8/2/2024,18:25,Dubai-Al Quoz,Battery Replacement,323.58,137.94,185.64,Card,Completed,2024-08,Q3,Friday
TXN-004823,8/2/2024,17:04,Dubai-Al Quoz,Suspension Repair,795.41,242.76,552.65,Card,Completed,2024-08,Q3,Friday
TXN-004824,8/2/2024,15:57,Dubai-Al Quoz,Oil Change,170.55,56.42,114.13,Card,Completed,2024-08,Q3,Friday
TXN-004825,8/2/2024,17:40,Dubai-Al Quoz,Oil Change,183.55,74.74,108.81,Online,Completed,2024-08,Q3,Friday
TXN-004826,8/2/2024,16:04,Dubai-Al Quoz,Full Service,777.2,238.74,538.46,Card,Completed,2024-08,Q3,Friday
TXN-004827,8/2/2024,13:01,Dubai-Al Quoz,Battery Replacement,304.21,130.25,173.96,Online,Completed,2024-08,Q3,Friday
TXN-004828,8/2/2024,16:32,Dubai-Al Quoz,Oil Change,170.57,52.31,118.26,Card,Completed,2024-08,Q3,Friday
TXN-004829,8/2/2024,18:56,Dubai-Al Quoz,Oil Change,165.9,51.53,114.37,Cash,Completed,2024-08,Q3,Friday
TXN-004830,8/2/2024,18:33,Dubai-Al Quoz,Tyre Replacement,967.02,400.81,566.21,Cash,Completed,2024-08,Q3,Friday
TXN-004831,8/2/2024,17:50,Dubai-Al Quoz,Oil Change,193.54,79.58,113.96,Card,Completed,2024-08,Q3,Friday
TXN-004832,8/2/2024,18:20,Dubai-Al Quoz,Oil Change,163.15,54.87,108.28,Card,Completed,2024-08,Q3,Friday
TXN-004833,8/3/2024,19:05,Dubai-Al Quoz,Engine Diagnostics,212.28,85,127.28,Cash,Completed,2024-08,Q3,Saturday
TXN-004834,8/3/2024,11:24,Dubai-Al Quoz,Battery Replacement,320.14,99.98,220.16,Card,Completed,2024-08,Q3,Saturday
TXN-004835,8/3/2024,17:45,Dubai-Al Quoz,Wheel Alignment,137.54,44.32,93.22,Cash,Completed,2024-08,Q3,Saturday
TXN-004836,8/3/2024,15:26,Dubai-Al Quoz,Brake Service,434.42,153.98,280.44,Card,Completed,2024-08,Q3,Saturday
TXN-004837,8/3/2024,14:16,Dubai-Al Quoz,Full Service,806.65,338.27,468.38,Card,Completed,2024-08,Q3,Saturday
TXN-004838,8/3/2024,11:58,Dubai-Al Quoz,Full Service,793.56,267.9,525.66,Card,Completed,2024-08,Q3,Saturday
TXN-004839,8/3/2024,18:27,Dubai-Al Quoz,Oil Change,188.51,61.19,127.32,Card,Completed,2024-08,Q3,Saturday
TXN-004840,8/3/2024,8:01,Dubai-Al Quoz,Engine Diagnostics,193.59,59.72,133.87,Card,Completed,2024-08,Q3,Saturday
TXN-004841,8/3/2024,17:35,Dubai-Al Quoz,AC Service,437.77,148.4,289.37,Cash,Completed,2024-08,Q3,Saturday
TXN-004842,8/3/2024,12:38,Dubai-Al Quoz,Engine Diagnostics,203.58,77.98,125.6,Card,Completed,2024-08,Q3,Saturday
TXN-004843,8/3/2024,9:21,Dubai-Al Quoz,Oil Change,170.35,63.47,106.88,Card,Completed,2024-08,Q3,Saturday
TXN-004844,8/4/2024,9:43,Dubai-Al Quoz,Full Service,745.48,246.63,498.85,Card,Completed,2024-08,Q3,Sunday
TXN-004845,8/4/2024,8:58,Dubai-Al Quoz,Oil Change,192.28,82.87,109.41,Online,Completed,2024-08,Q3,Sunday
TXN-004846,8/4/2024,10:50,Dubai-Al Quoz,Oil Change,182.79,73.82,108.97,Card,Completed,2024-08,Q3,Sunday
TXN-004847,8/4/2024,15:50,Dubai-Al Quoz,Oil Change,169.58,56.46,113.12,Online,Completed,2024-08,Q3,Sunday
TXN-004848,8/4/2024,13:46,Dubai-Al Quoz,Engine Overhaul,3357.84,1482.44,1875.4,Card,Completed,2024-08,Q3,Sunday
TXN-004849,8/4/2024,14:47,Dubai-Al Quoz,Detailing,0,0,0,Online,Void,2024-08,Q3,Sunday
TXN-004850,8/4/2024,17:12,Dubai-Al Quoz,Oil Change,172.14,52.44,119.7,Cash,Completed,2024-08,Q3,Sunday
TXN-004851,8/4/2024,16:20,Dubai-Al Quoz,Suspension Repair,825.94,266.77,559.17,Card,Completed,2024-08,Q3,Sunday
TXN-004852,8/4/2024,15:27,Dubai-Al Quoz,AC Service,372.4,162.95,209.45,Online,Completed,2024-08,Q3,Sunday
TXN-004853,8/4/2024,18:09,Dubai-Al Quoz,Full Service,770.42,297.57,472.85,Card,Completed,2024-08,Q3,Sunday
TXN-004854,8/4/2024,12:59,Dubai-Al Quoz,AC Service,436.8,144.96,291.84,Cash,Completed,2024-08,Q3,Sunday
TXN-004855,8/4/2024,12:20,Dubai-Al Quoz,Detailing,372.21,112.14,260.07,Cash,Completed,2024-08,Q3,Sunday
TXN-004856,8/4/2024,19:02,Dubai-Al Quoz,AC Service,412.95,181.21,231.74,Card,Completed,2024-08,Q3,Sunday
TXN-004857,8/4/2024,18:13,Dubai-Al Quoz,Full Service,796.93,299.26,497.67,Cash,Completed,2024-08,Q3,Sunday
TXN-004858,8/4/2024,16:46,Dubai-Al Quoz,Suspension Repair,729.26,274.54,454.72,Cash,Completed,2024-08,Q3,Sunday
TXN-004859,8/4/2024,19:07,Dubai-Al Quoz,Oil Change,183.58,64.64,118.94,Online,Completed,2024-08,Q3,Sunday
TXN-004860,8/4/2024,10:19,Dubai-Al Quoz,Brake Service,470.95,170.18,300.77,Card,Completed,2024-08,Q3,Sunday
TXN-004861,8/4/2024,10:53,Dubai-Al Quoz,AC Service,412.46,165.25,247.21,Card,Completed,2024-08,Q3,Sunday
TXN-004862,8/4/2024,17:38,Dubai-Al Quoz,Tyre Replacement,942,312.73,629.27,Online,Completed,2024-08,Q3,Sunday
TXN-004863,8/4/2024,15:57,Dubai-Al Quoz,Tyre Replacement,900.11,273.31,626.8,Card,Completed,2024-08,Q3,Sunday
TXN-004864,8/4/2024,9:00,Dubai-Al Quoz,AC Service,0,0,0,Card,Void,2024-08,Q3,Sunday
TXN-004865,8/4/2024,10:00,Dubai-Al Quoz,Oil Change,196.66,70.79,125.87,Online,Completed,2024-08,Q3,Sunday
TXN-004866,8/5/2024,17:22,Dubai-Al Quoz,Engine Diagnostics,219.8,66.29,153.51,Card,Completed,2024-08,Q3,Monday
TXN-004867,8/5/2024,8:17,Dubai-Al Quoz,Full Service,678.46,282.25,396.21,Cash,Completed,2024-08,Q3,Monday
TXN-004868,8/5/2024,10:08,Dubai-Al Quoz,Engine Diagnostics,198.38,85.23,113.15,Card,Completed,2024-08,Q3,Monday
TXN-004869,8/5/2024,11:43,Dubai-Al Quoz,Wheel Alignment,160.83,62.15,98.68,Cash,Completed,2024-08,Q3,Monday
TXN-004870,8/5/2024,19:55,Dubai-Al Quoz,Oil Change,186.81,71.76,115.05,Card,Completed,2024-08,Q3,Monday
TXN-004871,8/5/2024,9:49,Dubai-Al Quoz,Oil Change,173.43,71.48,101.95,Cash,Completed,2024-08,Q3,Monday
