txn_id,date,branch,txn_type,description,amount_aed,balance_aed,month,quarter,flag
WLT-09232,9/16/2024,Dubai-Al Quoz,Expense,Stationary / Admin,-53.99,2180.62,2024-09,Q3,
WLT-09233,9/16/2024,Dubai-Al Quoz,Expense,Parking / Toll,-20.46,2160.16,2024-09,Q3,
WLT-09234,9/17/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-94.05,2066.11,2024-09,Q3,
WLT-09235,9/18/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-97.18,1968.93,2024-09,Q3,
WLT-09236,9/19/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-97.4,1871.53,2024-09,Q3,
WLT-09237,9/21/2024,Dubai-Al Quoz,Expense,Small Tools,-248.29,1623.24,2024-09,Q3,
WLT-09238,9/22/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-74.52,1548.72,2024-09,Q3,
WLT-09239,9/22/2024,Dubai-Al Quoz,Expense,Stationary / Admin,-63.2,1485.52,2024-09,Q3,
WLT-09240,9/23/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-94.68,1390.84,2024-09,Q3,
WLT-09241,9/24/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-83.88,1306.96,2024-09,Q3,
WLT-09242,9/26/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-35.46,1271.5,2024-09,Q3,
WLT-09243,9/26/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-37.36,1234.14,2024-09,Q3,
WLT-09244,9/29/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-74.21,1159.93,2024-09,Q3,
WLT-09245,9/29/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-97.21,1062.72,2024-09,Q3,
WLT-09246,9/30/2024,Dubai-Al Quoz,Expense,Small Tools,-177.45,885.27,2024-09,Q3,
WLT-09247,10/1/2024,Dubai-Al Quoz,Top-Up,Monthly petty cash top-up,2872,3757.27,2024-10,Q4,
WLT-09248,10/1/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-65.62,3691.65,2024-10,Q4,
WLT-09249,10/1/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-89.76,3601.89,2024-10,Q4,
WLT-09250,10/1/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-101.88,3500.01,2024-10,Q4,
WLT-09251,10/3/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-49.89,3450.12,2024-10,Q4,
WLT-09252,10/3/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-76.88,3373.24,2024-10,Q4,
WLT-09253,10/6/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-51.48,3321.76,2024-10,Q4,
WLT-09254,10/6/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-69.15,3252.61,2024-10,Q4,
WLT-09255,10/7/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-40.03,3212.58,2024-10,Q4,
WLT-09256,10/7/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-377.96,2834.62,2024-10,Q4,
WLT-09257,10/8/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-46.46,2788.16,2024-10,Q4,
WLT-09258,10/8/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-114.8,2673.36,2024-10,Q4,
WLT-09259,10/9/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-83.91,2589.45,2024-10,Q4,
WLT-09260,10/9/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-44.6,2544.85,2024-10,Q4,
WLT-09261,10/10/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-283.2,2261.65,2024-10,Q4,
WLT-09262,10/12/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-67.57,2194.08,2024-10,Q4,
WLT-09263,10/12/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-54.74,2139.34,2024-10,Q4,
WLT-09264,10/13/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-110.37,2028.97,2024-10,Q4,
WLT-09265,10/13/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-40.84,1988.13,2024-10,Q4,
WLT-09266,10/14/2024,Dubai-Al Quoz,Expense,Small Tools,-237.06,1751.07,2024-10,Q4,
WLT-09267,10/14/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-396.97,1354.1,2024-10,Q4,
WLT-09268,10/15/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-244.26,1109.84,2024-10,Q4,
WLT-09269,10/16/2024,Dubai-Al Quoz,Expense,Small Tools,-231.56,878.28,2024-10,Q4,
WLT-09270,10/16/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-241.32,636.96,2024-10,Q4,
WLT-09271,10/17/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-72.92,564.04,2024-10,Q4,
WLT-09272,10/19/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-53.77,510.27,2024-10,Q4,
WLT-09273,10/21/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-306.5,203.77,2024-10,Q4,
WLT-09274,10/21/2024,Dubai-Al Quoz,Expense,Stationary / Admin,-57.96,145.81,2024-10,Q4,
WLT-09275,10/22/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-60.02,85.79,2024-10,Q4,
WLT-09276,10/22/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-50.02,35.77,2024-10,Q4,
WLT-09277,10/23/2024,Dubai-Al Quoz,Expense,Parking / Toll,-20.8,14.97,2024-10,Q4,
WLT-09278,12/1/2024,Dubai-Al Quoz,Top-Up,Monthly petty cash top-up,2913,2927.97,2024-12,Q4,
WLT-09279,12/1/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-73.63,2854.34,2024-12,Q4,
WLT-09280,12/1/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-66.32,2788.02,2024-12,Q4,
WLT-09281,12/2/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-124.79,2663.23,2024-12,Q4,
WLT-09282,12/4/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-45.67,2617.56,2024-12,Q4,
WLT-09283,12/4/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-61.03,2556.53,2024-12,Q4,
WLT-09284,12/5/2024,Dubai-Al Quoz,Expense,Small Tools,-177.02,2379.51,2024-12,Q4,
WLT-09285,12/7/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-66.59,2312.92,2024-12,Q4,
WLT-09286,12/8/2024,Dubai-Al Quoz,Expense,Small Tools,-195.41,2117.51,2024-12,Q4,
WLT-09287,12/8/2024,Dubai-Al Quoz,Expense,Parking / Toll,-29.89,2087.62,2024-12,Q4,
WLT-09288,12/8/2024,Dubai-Al Quoz,Expense,Parking / Toll,-29.14,2058.48,2024-12,Q4,
WLT-09289,12/9/2024,Dubai-Al Quoz,Expense,Consumables (Rags/Gloves),-88.29,1970.19,2024-12,Q4,
WLT-09290,12/10/2024,Dubai-Al Quoz,Expense,Parking / Toll,-29.59,1940.6,2024-12,Q4,
WLT-09291,12/10/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-55.11,1885.49,2024-12,Q4,
WLT-09292,12/11/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-318.28,1567.21,2024-12,Q4,
WLT-09293,12/12/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-54.49,1512.72,2024-12,Q4,
WLT-09294,12/14/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-399.9,1112.82,2024-12,Q4,
WLT-09295,12/15/2024,Dubai-Al Quoz,Expense,Small Tools,-200,912.82,2024-12,Q4,Round-Number Review
WLT-09296,12/18/2024,Dubai-Al Quoz,Expense,Emergency Parts Run,-293.33,619.49,2024-12,Q4,
WLT-09297,12/18/2024,Dubai-Al Quoz,Expense,Fuel (Test Drive),-68.1,551.39,2024-12,Q4,
WLT-09298,12/19/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-117.05,434.34,2024-12,Q4,
WLT-09299,12/21/2024,Dubai-Al Quoz,Expense,Stationary / Admin,-68.09,366.25,2024-12,Q4,
WLT-09300,12/22/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-51.39,314.86,2024-12,Q4,
WLT-09301,12/23/2024,Dubai-Al Quoz,Expense,Parking / Toll,-19.46,295.4,2024-12,Q4,
WLT-09302,12/23/2024,Dubai-Al Quoz,Expense,Cleaning Supplies,-136.51,158.89,2024-12,Q4,
WLT-09303,12/26/2024,Dubai-Al Quoz,Expense,Staff Refreshments,-37.52,121.37,2024-12,Q4,
WLT-09304,12/30/2024,Dubai-Al Quoz,Expense,Stationary / Admin,-47.87,73.5,2024-12,Q4,
WLT-09305,12/31/2024,Dubai-Al Quoz,Expense,Stationary / Admin,-65.48,8.02,2024-12,Q4,
WLT-09306,1/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,2093,2093,2024-01,Q1,
WLT-09307,1/1/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-52.2,2040.8,2024-01,Q1,
WLT-09308,1/2/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-35.6,2005.2,2024-01,Q1,
WLT-09309,1/2/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-87.04,1918.16,2024-01,Q1,
WLT-09310,1/3/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-100,1818.16,2024-01,Q1,Round-Number Review
WLT-09311,1/4/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-84.28,1733.88,2024-01,Q1,
WLT-09312,1/6/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-282.2,1451.68,2024-01,Q1,
WLT-09313,1/6/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-135.55,1316.13,2024-01,Q1,
WLT-09314,1/8/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-82.58,1233.55,2024-01,Q1,
WLT-09315,1/8/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-48.86,1184.69,2024-01,Q1,
WLT-09316,1/8/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-31.12,1153.57,2024-01,Q1,
WLT-09317,1/9/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-335.86,817.71,2024-01,Q1,
WLT-09318,1/9/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-51.3,766.41,2024-01,Q1,
WLT-09319,1/10/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-227.09,539.32,2024-01,Q1,
WLT-09320,1/10/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-100,439.32,2024-01,Q1,Round-Number Review
WLT-09321,1/11/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-35.14,404.18,2024-01,Q1,
WLT-09322,1/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1404.18,2024-01,Q1,
WLT-09323,1/15/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-71.65,1332.53,2024-01,Q1,
WLT-09324,1/15/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-134.79,1197.74,2024-01,Q1,
WLT-09325,1/16/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-64.97,1132.77,2024-01,Q1,
WLT-09326,1/18/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-319.78,812.99,2024-01,Q1,
WLT-09327,1/18/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-350.97,462.02,2024-01,Q1,
WLT-09328,1/20/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-54.77,407.25,2024-01,Q1,
WLT-09329,1/20/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-55.76,351.49,2024-01,Q1,
WLT-09330,1/21/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-72.79,278.7,2024-01,Q1,
WLT-09331,1/22/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-51.47,227.23,2024-01,Q1,
WLT-09332,1/23/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-37.11,190.12,2024-01,Q1,
WLT-09333,1/24/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-72.85,117.27,2024-01,Q1,
WLT-09334,1/25/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-46.1,71.17,2024-01,Q1,
WLT-09335,1/29/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-61.74,9.43,2024-01,Q1,
WLT-09336,2/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,2086,2095.43,2024-02,Q1,
WLT-09337,2/1/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-50.68,2044.75,2024-02,Q1,
WLT-09338,2/3/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-35.42,2009.33,2024-02,Q1,
WLT-09339,2/3/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-160.92,1848.41,2024-02,Q1,
WLT-09340,2/4/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-325.76,1522.65,2024-02,Q1,
WLT-09341,2/5/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-47.7,1474.95,2024-02,Q1,
WLT-09342,2/6/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-244.89,1230.06,2024-02,Q1,
WLT-09343,2/8/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-169.82,1060.24,2024-02,Q1,
WLT-09344,2/10/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-55.85,1004.39,2024-02,Q1,
WLT-09345,2/10/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-42.53,961.86,2024-02,Q1,
WLT-09346,2/11/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-100,861.86,2024-02,Q1,Round-Number Review
WLT-09347,2/12/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-34.22,827.64,2024-02,Q1,
WLT-09348,2/13/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-56.98,770.66,2024-02,Q1,
WLT-09349,2/15/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-38.24,732.42,2024-02,Q1,
WLT-09350,2/15/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-43.74,688.68,2024-02,Q1,
WLT-09351,2/17/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-50.64,638.04,2024-02,Q1,
WLT-09352,2/17/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-48.57,589.47,2024-02,Q1,
WLT-09353,2/19/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-55.52,533.95,2024-02,Q1,
WLT-09354,2/19/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-23.57,510.38,2024-02,Q1,
WLT-09355,2/21/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-50,460.38,2024-02,Q1,Round-Number Review
WLT-09356,2/22/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-50.82,409.56,2024-02,Q1,
WLT-09357,2/24/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-323.19,86.37,2024-02,Q1,
WLT-09358,2/26/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-63.25,23.12,2024-02,Q1,
WLT-09359,2/27/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-22.95,0.17,2024-02,Q1,
WLT-09360,4/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,2081,2081.17,2024-04,Q2,
WLT-09361,4/1/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-252.28,1828.89,2024-04,Q2,
WLT-09362,4/1/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-112.3,1716.59,2024-04,Q2,
WLT-09363,4/2/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-42.19,1674.4,2024-04,Q2,
WLT-09364,4/2/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-42.92,1631.48,2024-04,Q2,
WLT-09365,4/3/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-154.15,1477.33,2024-04,Q2,
WLT-09366,4/4/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-73.6,1403.73,2024-04,Q2,
WLT-09367,4/6/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-331.86,1071.87,2024-04,Q2,
WLT-09368,4/7/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-150,921.87,2024-04,Q2,Round-Number Review
WLT-09369,4/7/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-99.97,821.9,2024-04,Q2,
WLT-09370,4/7/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-69.75,752.15,2024-04,Q2,
WLT-09371,4/8/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-104.57,647.58,2024-04,Q2,
WLT-09372,4/8/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-46.54,601.04,2024-04,Q2,
WLT-09373,4/9/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-26.79,574.25,2024-04,Q2,
WLT-09374,4/9/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-19.54,554.71,2024-04,Q2,
WLT-09375,4/10/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-314.36,240.35,2024-04,Q2,
WLT-09376,4/11/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-100.71,139.64,2024-04,Q2,
WLT-09377,4/13/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-53.65,85.99,2024-04,Q2,
WLT-09378,4/13/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-53.84,32.15,2024-04,Q2,
WLT-09379,4/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1032.15,2024-04,Q2,
WLT-09380,4/15/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-34.51,997.64,2024-04,Q2,
WLT-09381,4/16/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-51.05,946.59,2024-04,Q2,
WLT-09382,4/17/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-130.08,816.51,2024-04,Q2,
WLT-09383,4/20/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-82.92,733.59,2024-04,Q2,
WLT-09384,4/20/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-160.25,573.34,2024-04,Q2,
WLT-09385,4/22/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-87.15,486.19,2024-04,Q2,
WLT-09386,4/23/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-328.29,157.9,2024-04,Q2,
WLT-09387,4/24/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-44.18,113.72,2024-04,Q2,
WLT-09388,4/28/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-30.11,83.61,2024-04,Q2,
WLT-09389,4/28/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-50.23,33.38,2024-04,Q2,
WLT-09390,5/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,1982,2015.38,2024-05,Q2,
WLT-09391,5/2/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-97.37,1918.01,2024-05,Q2,
WLT-09392,5/4/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-56.49,1861.52,2024-05,Q2,
WLT-09393,5/7/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-224.76,1636.76,2024-05,Q2,
WLT-09394,5/7/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-345.09,1291.67,2024-05,Q2,
WLT-09395,5/8/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-100,1191.67,2024-05,Q2,Round-Number Review
WLT-09396,5/11/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-131.33,1060.34,2024-05,Q2,
WLT-09397,5/12/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-67.05,993.29,2024-05,Q2,
WLT-09398,5/13/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-51.92,941.37,2024-05,Q2,
WLT-09399,5/13/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-54.37,887,2024-05,Q2,
WLT-09400,5/14/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-67.11,819.89,2024-05,Q2,
WLT-09401,5/15/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-87.37,732.52,2024-05,Q2,
WLT-09402,5/16/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-286.81,445.71,2024-05,Q2,
WLT-09403,5/16/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-68.9,376.81,2024-05,Q2,
WLT-09404,5/18/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-87.26,289.55,2024-05,Q2,
WLT-09405,5/19/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-100.1,189.45,2024-05,Q2,
WLT-09406,5/20/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-92.6,96.85,2024-05,Q2,
WLT-09407,5/20/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-45.41,51.44,2024-05,Q2,
WLT-09408,5/28/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-38.53,12.91,2024-05,Q2,
WLT-09409,6/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,2102,2114.91,2024-06,Q2,
WLT-09410,6/1/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-377.37,1737.54,2024-06,Q2,
WLT-09411,6/2/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-75.24,1662.3,2024-06,Q2,
WLT-09412,6/3/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-64.77,1597.53,2024-06,Q2,
WLT-09413,6/4/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-52.91,1544.62,2024-06,Q2,
WLT-09414,6/5/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-51.7,1492.92,2024-06,Q2,
WLT-09415,6/5/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-82.73,1410.19,2024-06,Q2,
WLT-09416,6/6/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-322.87,1087.32,2024-06,Q2,
WLT-09417,6/8/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-342.93,744.39,2024-06,Q2,
WLT-09418,6/10/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-40.85,703.54,2024-06,Q2,
WLT-09419,6/11/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-230.73,472.81,2024-06,Q2,
WLT-09420,6/11/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-65.21,407.6,2024-06,Q2,
WLT-09421,6/12/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-54.86,352.74,2024-06,Q2,
WLT-09422,6/13/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-87.58,265.16,2024-06,Q2,
WLT-09423,6/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1265.16,2024-06,Q2,
WLT-09424,6/15/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-83.37,1181.79,2024-06,Q2,
WLT-09425,6/16/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-250.57,931.22,2024-06,Q2,
WLT-09426,6/16/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-43.75,887.47,2024-06,Q2,
WLT-09427,6/17/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-68.47,819,2024-06,Q2,
WLT-09428,6/17/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-204.66,614.34,2024-06,Q2,
WLT-09429,6/18/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-102.67,511.67,2024-06,Q2,
WLT-09430,6/18/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-26.08,485.59,2024-06,Q2,
WLT-09431,6/19/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-54.59,431,2024-06,Q2,
WLT-09432,6/20/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-20.4,410.6,2024-06,Q2,
WLT-09433,6/22/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-197.4,213.2,2024-06,Q2,
WLT-09434,6/22/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-103.89,109.31,2024-06,Q2,
WLT-09435,6/25/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-25.53,83.78,2024-06,Q2,
WLT-09436,6/25/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-53.14,30.64,2024-06,Q2,
WLT-09437,7/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,2103,2133.64,2024-07,Q3,
WLT-09438,7/2/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-113.64,2020,2024-07,Q3,
WLT-09439,7/3/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-329.59,1690.41,2024-07,Q3,
WLT-09440,7/4/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-52.26,1638.15,2024-07,Q3,
WLT-09441,7/4/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-107.9,1530.25,2024-07,Q3,
WLT-09442,7/4/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-50.17,1480.08,2024-07,Q3,
WLT-09443,7/6/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-86.07,1394.01,2024-07,Q3,
WLT-09444,7/7/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-18.98,1375.03,2024-07,Q3,
WLT-09445,7/10/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-197.47,1177.56,2024-07,Q3,
WLT-09446,7/13/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-308.98,868.58,2024-07,Q3,
WLT-09447,7/14/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-280.9,587.68,2024-07,Q3,
WLT-09448,7/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1587.68,2024-07,Q3,
WLT-09449,7/15/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-94.88,1492.8,2024-07,Q3,
WLT-09450,7/15/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-39.89,1452.91,2024-07,Q3,
WLT-09451,7/16/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-339.83,1113.08,2024-07,Q3,
WLT-09452,7/17/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-55.66,1057.42,2024-07,Q3,
WLT-09453,7/18/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-42.39,1015.03,2024-07,Q3,
WLT-09454,7/20/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-18.78,996.25,2024-07,Q3,
WLT-09455,7/20/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-47.45,948.8,2024-07,Q3,
WLT-09456,7/21/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-94.83,853.97,2024-07,Q3,
WLT-09457,7/21/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-128.99,724.98,2024-07,Q3,
