transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week,is_void,revenue_aed
TXN-004819,2024-08-01,13:57,Dubai-Al Quoz,Tyre Replacement,831.12,368.51,462.61,Card,Completed,2024-08,Q3,Thursday,False,831.12
TXN-004820,2024-08-01,08:38,Dubai-Al Quoz,Wheel Alignment,152.4,66.96,85.44,Card,Completed,2024-08,Q3,Thursday,False,152.4
TXN-004821,2024-08-01,11:00,Dubai-Al Quoz,Suspension Repair,738.82,320.02,418.8,Card,Completed,2024-08,Q3,Thursday,False,738.82
TXN-004822,2024-08-02,18:25,Dubai-Al Quoz,Battery Replacement,323.58,137.94,185.64,Card,Completed,2024-08,Q3,Friday,False,323.58
TXN-004823,2024-08-02,17:04,Dubai-Al Quoz,Suspension Repair,795.41,242.76,552.65,Card,Completed,2024-08,Q3,Friday,False,795.41
TXN-004824,2024-08-02,15:57,Dubai-Al Quoz,Oil Change,170.55,56.42,114.13,Card,Completed,2024-08,Q3,Friday,False,170.55
TXN-004825,2024-08-02,17:40,Dubai-Al Quoz,Oil Change,183.55,74.74,108.81,Online,Completed,2024-08,Q3,Friday,False,183.55
TXN-004826,2024-08-02,16:04,Dubai-Al Quoz,Full Service,777.2,238.74,538.46,Card,Completed,2024-08,Q3,Friday,False,777.2
TXN-004827,2024-08-02,13:01,Dubai-Al Quoz,Battery Replacement,304.21,130.25,173.96,Online,Completed,2024-08,Q3,Friday,False,304.21
TXN-004828,2024-08-02,16:32,Dubai-Al Quoz,Oil Change,170.57,52.31,118.26,Card,Completed,2024-08,Q3,Friday,False,170.57
TXN-004829,2024-08-02,18:56,Dubai-Al Quoz,Oil Change,165.9,51.53,114.37,Cash,Completed,2024-08,Q3,Friday,False,165.9
TXN-004830,2024-08-02,18:33,Dubai-Al Quoz,Tyre Replacement,967.02,400.81,566.21,Cash,Completed,2024-08,Q3,Friday,False,967.02
TXN-004831,2024-08-02,17:50,Dubai-Al Quoz,Oil Change,193.54,79.58,113.96,Card,Completed,2024-08,Q3,Friday,False,193.54
TXN-004832,2024-08-02,18:20,Dubai-Al Quoz,Oil Change,163.15,54.87,108.28,Card,Completed,2024-08,Q3,Friday,False,163.15
TXN-004833,2024-08-03,19:05,Dubai-Al Quoz,Engine Diagnostics,212.28,85.0,127.28,Cash,Completed,2024-08,Q3,Saturday,False,212.28
TXN-004834,2024-08-03,11:24,Dubai-Al Quoz,Battery Replacement,320.14,99.98,220.16,Card,Completed,2024-08,Q3,Saturday,False,320.14
TXN-004835,2024-08-03,17:45,Dubai-Al Quoz,Wheel Alignment,137.54,44.32,93.22,Cash,Completed,2024-08,Q3,Saturday,False,137.54
TXN-004836,2024-08-03,15:26,Dubai-Al Quoz,Brake Service,434.42,153.98,280.44,Card,Completed,2024-08,Q3,Saturday,False,434.42
TXN-004837,2024-08-03,14:16,Dubai-Al Quoz,Full Service,806.65,338.27,468.38,Card,Completed,2024-08,Q3,Saturday,False,806.65
TXN-004838,2024-08-03,11:58,Dubai-Al Quoz,Full Service,793.56,267.9,525.66,Card,Completed,2024-08,Q3,Saturday,False,793.56
TXN-004839,2024-08-03,18:27,Dubai-Al Quoz,Oil Change,188.51,61.19,127.32,Card,Completed,2024-08,Q3,Saturday,False,188.51
TXN-004840,2024-08-03,08:01,Dubai-Al Quoz,Engine Diagnostics,193.59,59.72,133.87,Card,Completed,2024-08,Q3,Saturday,False,193.59
TXN-004841,2024-08-03,17:35,Dubai-Al Quoz,AC Service,437.77,148.4,289.37,Cash,Completed,2024-08,Q3,Saturday,False,437.77
TXN-004842,2024-08-03,12:38,Dubai-Al Quoz,Engine Diagnostics,203.58,77.98,125.6,Card,Completed,2024-08,Q3,Saturday,False,203.58
TXN-004843,2024-08-03,09:21,Dubai-Al Quoz,Oil Change,170.35,63.47,106.88,Card,Completed,2024-08,Q3,Saturday,False,170.35
TXN-004844,2024-08-04,09:43,Dubai-Al Quoz,Full Service,745.48,246.63,498.85,Card,Completed,2024-08,Q3,Sunday,False,745.48
TXN-004845,2024-08-04,08:58,Dubai-Al Quoz,Oil Change,192.28,82.87,109.41,Online,Completed,2024-08,Q3,Sunday,False,192.28
TXN-004846,2024-08-04,10:50,Dubai-Al Quoz,Oil Change,182.79,73.82,108.97,Card,Completed,2024-08,Q3,Sunday,False,182.79
TXN-004847,2024-08-04,15:50,Dubai-Al Quoz,Oil Change,169.58,56.46,113.12,Online,Completed,2024-08,Q3,Sunday,False,169.58
TXN-004848,2024-08-04,13:46,Dubai-Al Quoz,Engine Overhaul,3357.84,1482.44,1875.4,Card,Completed,2024-08,Q3,Sunday,False,3357.84
TXN-004849,2024-08-04,14:47,Dubai-Al Quoz,Detailing,0.0,0.0,0.0,Online,Void,2024-08,Q3,Sunday,True,0.0
TXN-004850,2024-08-04,17:12,Dubai-Al Quoz,Oil Change,172.14,52.44,119.7,Cash,Completed,2024-08,Q3,Sunday,False,172.14
TXN-004851,2024-08-04,16:20,Dubai-Al Quoz,Suspension Repair,825.94,266.77,559.17,Card,Completed,2024-08,Q3,Sunday,False,825.94
TXN-004852,2024-08-04,15:27,Dubai-Al Quoz,AC Service,372.4,162.95,209.45,Online,Completed,2024-08,Q3,Sunday,False,372.4
TXN-004853,2024-08-04,18:09,Dubai-Al Quoz,Full Service,770.42,297.57,472.85,Card,Completed,2024-08,Q3,Sunday,False,770.42
TXN-004854,2024-08-04,12:59,Dubai-Al Quoz,AC Service,436.8,144.96,291.84,Cash,Completed,2024-08,Q3,Sunday,False,436.8
TXN-004855,2024-08-04,12:20,Dubai-Al Quoz,Detailing,372.21,112.14,260.07,Cash,Completed,2024-08,Q3,Sunday,False,372.21
TXN-004856,2024-08-04,19:02,Dubai-Al Quoz,AC Service,412.95,181.21,231.74,Card,Completed,2024-08,Q3,Sunday,False,412.95
TXN-004857,2024-08-04,18:13,Dubai-Al Quoz,Full Service,796.93,299.26,497.67,Cash,Completed,2024-08,Q3,Sunday,False,796.93
TXN-004858,2024-08-04,16:46,Dubai-Al Quoz,Suspension Repair,729.26,274.54,454.72,Cash,Completed,2024-08,Q3,Sunday,False,729.26
TXN-004859,2024-08-04,19:07,Dubai-Al Quoz,Oil Change,183.58,64.64,118.94,Online,Completed,2024-08,Q3,Sunday,False,183.58
TXN-004860,2024-08-04,10:19,Dubai-Al Quoz,Brake Service,470.95,170.18,300.77,Card,Completed,2024-08,Q3,Sunday,False,470.95
TXN-004861,2024-08-04,10:53,Dubai-Al Quoz,AC Service,412.46,165.25,247.21,Card,Completed,2024-08,Q3,Sunday,False,412.46
TXN-004862,2024-08-04,17:38,Dubai-Al Quoz,Tyre Replacement,942.0,312.73,629.27,Online,Completed,2024-08,Q3,Sunday,False,942.0
TXN-004863,2024-08-04,15:57,Dubai-Al Quoz,Tyre Replacement,900.11,273.31,626.8,Card,Completed,2024-08,Q3,Sunday,False,900.11
TXN-004864,2024-08-04,09:00,Dubai-Al Quoz,AC Service,0.0,0.0,0.0,Card,Void,2024-08,Q3,Sunday,True,0.0
TXN-004865,2024-08-04,10:00,Dubai-Al Quoz,Oil Change,196.66,70.79,125.87,Online,Completed,2024-08,Q3,Sunday,False,196.66
TXN-004866,2024-08-05,17:22,Dubai-Al Quoz,Engine Diagnostics,219.8,66.29,153.51,Card,Completed,2024-08,Q3,Monday,False,219.8
TXN-004867,2024-08-05,08:17,Dubai-Al Quoz,Full Service,678.46,282.25,396.21,Cash,Completed,2024-08,Q3,Monday,False,678.46
TXN-004868,2024-08-05,10:08,Dubai-Al Quoz,Engine Diagnostics,198.38,85.23,113.15,Card,Completed,2024-08,Q3,Monday,False,198.38
TXN-004869,2024-08-05,11:43,Dubai-Al Quoz,Wheel Alignment,160.83,62.15,98.68,Cash,Completed,2024-08,Q3,Monday,False,160.83
TXN-004870,2024-08-05,19:55,Dubai-Al Quoz,Oil Change,186.81,71.76,115.05,Card,Completed,2024-08,Q3,Monday,False,186.81
TXN-004871,2024-08-05,09:49,Dubai-Al Quoz,Oil Change,173.43,71.48,101.95,Cash,Completed,2024-08,Q3,Monday,False,173.43
TXN-004872,2024-08-05,18:01,Dubai-Al Quoz,Suspension Repair,811.43,301.37,510.06,Cash,Completed,2024-08,Q3,Monday,False,811.43
TXN-004873,2024-08-05,10:07,Dubai-Al Quoz,Battery Replacement,313.41,132.26,181.15,Card,Completed,2024-08,Q3,Monday,False,313.41
TXN-004874,2024-08-05,18:48,Dubai-Al Quoz,Full Service,822.62,333.09,489.53,Card,Completed,2024-08,Q3,Monday,False,822.62
TXN-004875,2024-08-05,16:19,Dubai-Al Quoz,Wheel Alignment,136.02,42.3,93.72,Cash,Completed,2024-08,Q3,Monday,False,136.02
TXN-004876,2024-08-05,15:01,Dubai-Al Quoz,Oil Change,172.21,68.98,103.23,Card,Completed,2024-08,Q3,Monday,False,172.21
TXN-004877,2024-08-05,15:51,Dubai-Al Quoz,Detailing,370.59,155.78,214.81,Cash,Completed,2024-08,Q3,Monday,False,370.59
TXN-004878,2024-08-05,08:06,Dubai-Al Quoz,AC Service,423.32,154.93,268.39,Card,Completed,2024-08,Q3,Monday,False,423.32
TXN-004879,2024-08-05,15:30,Dubai-Al Quoz,Brake Service,405.8,165.52,240.28,Card,Completed,2024-08,Q3,Monday,False,405.8
TXN-004880,2024-08-05,12:23,Dubai-Al Quoz,AC Service,417.32,135.52,281.8,Card,Completed,2024-08,Q3,Monday,False,417.32
TXN-004881,2024-08-06,08:47,Dubai-Al Quoz,Oil Change,164.08,63.75,100.33,Cash,Completed,2024-08,Q3,Tuesday,False,164.08
TXN-004882,2024-08-06,15:03,Dubai-Al Quoz,Battery Replacement,349.91,156.89,193.02,Card,Completed,2024-08,Q3,Tuesday,False,349.91
TXN-004883,2024-08-06,09:16,Dubai-Al Quoz,Brake Service,430.07,189.25,240.82,Card,Completed,2024-08,Q3,Tuesday,False,430.07
TXN-004884,2024-08-06,17:41,Dubai-Al Quoz,Oil Change,197.45,87.92,109.53,Card,Completed,2024-08,Q3,Tuesday,False,197.45
TXN-004885,2024-08-06,09:13,Dubai-Al Quoz,Oil Change,165.56,50.52,115.04,Card,Completed,2024-08,Q3,Tuesday,False,165.56
TXN-004886,2024-08-06,17:24,Dubai-Al Quoz,Engine Overhaul,3357.8,1016.31,2341.49,Corporate Account,Completed,2024-08,Q3,Tuesday,False,3357.8
TXN-004887,2024-08-06,16:24,Dubai-Al Quoz,Brake Service,408.58,163.25,245.33,Online,Completed,2024-08,Q3,Tuesday,False,408.58
TXN-004888,2024-08-06,15:54,Dubai-Al Quoz,Oil Change,182.29,56.16,126.13,Card,Completed,2024-08,Q3,Tuesday,False,182.29
TXN-004889,2024-08-06,17:13,Dubai-Al Quoz,Full Service,701.24,278.48,422.76,Card,Completed,2024-08,Q3,Tuesday,False,701.24
TXN-004890,2024-08-06,18:13,Dubai-Al Quoz,Full Service,679.54,284.41,395.13,Cash,Completed,2024-08,Q3,Tuesday,False,679.54
TXN-004891,2024-08-06,09:19,Dubai-Al Quoz,Oil Change,187.12,78.03,109.09,Card,Completed,2024-08,Q3,Tuesday,False,187.12
TXN-004892,2024-08-06,15:39,Dubai-Al Quoz,Full Service,699.33,309.23,390.1,Card,Completed,2024-08,Q3,Tuesday,False,699.33
TXN-004893,2024-08-06,10:05,Dubai-Al Quoz,Engine Overhaul,3468.58,1069.78,2398.8,Corporate Account,Completed,2024-08,Q3,Tuesday,False,3468.58
TXN-004894,2024-08-06,10:05,Dubai-Al Quoz,Battery Replacement,333.38,143.23,190.15,Card,Completed,2024-08,Q3,Tuesday,False,333.38
TXN-004895,2024-08-06,15:19,Dubai-Al Quoz,AC Service,439.71,165.92,273.79,Corporate Account,Completed,2024-08,Q3,Tuesday,False,439.71
TXN-004896,2024-08-06,17:14,Dubai-Al Quoz,Full Service,798.66,263.73,534.93,Card,Completed,2024-08,Q3,Tuesday,False,798.66
TXN-004897,2024-08-06,10:08,Dubai-Al Quoz,Oil Change,173.36,73.85,99.51,Card,Completed,2024-08,Q3,Tuesday,False,173.36
TXN-004898,2024-08-07,09:24,Dubai-Al Quoz,Engine Diagnostics,205.51,74.31,131.2,Online,Completed,2024-08,Q3,Wednesday,False,205.51
TXN-004899,2024-08-07,16:50,Dubai-Al Quoz,Oil Change,170.8,71.17,99.63,Card,Completed,2024-08,Q3,Wednesday,False,170.8
TXN-004900,2024-08-07,09:59,Dubai-Al Quoz,Battery Replacement,305.76,118.63,187.13,Card,Completed,2024-08,Q3,Wednesday,False,305.76
TXN-004901,2024-08-07,17:08,Dubai-Al Quoz,Tyre Replacement,0.0,0.0,0.0,Card,Void,2024-08,Q3,Wednesday,True,0.0
TXN-004902,2024-08-07,18:28,Dubai-Al Quoz,Full Service,816.54,274.37,542.17,Card,Completed,2024-08,Q3,Wednesday,False,816.54
TXN-004903,2024-08-07,13:25,Dubai-Al Quoz,Wheel Alignment,159.69,50.79,108.9,Card,Completed,2024-08,Q3,Wednesday,False,159.69
TXN-004904,2024-08-07,10:23,Dubai-Al Quoz,Engine Diagnostics,197.7,79.33,118.37,Online,Completed,2024-08,Q3,Wednesday,False,197.7
TXN-004905,2024-08-07,15:22,Dubai-Al Quoz,Oil Change,189.6,75.35,114.25,Corporate Account,Completed,2024-08,Q3,Wednesday,False,189.6
TXN-004906,2024-08-07,11:57,Dubai-Al Quoz,Oil Change,172.23,73.26,98.97,Cash,Completed,2024-08,Q3,Wednesday,False,172.23
TXN-004907,2024-08-07,19:55,Dubai-Al Quoz,Battery Replacement,306.44,134.34,172.1,Card,Completed,2024-08,Q3,Wednesday,False,306.44
TXN-004908,2024-08-07,16:00,Dubai-Al Quoz,Suspension Repair,782.85,342.2,440.65,Card,Completed,2024-08,Q3,Wednesday,False,782.85
TXN-004909,2024-08-07,16:02,Dubai-Al Quoz,Brake Service,488.49,215.63,272.86,Cash,Completed,2024-08,Q3,Wednesday,False,488.49
TXN-004910,2024-08-07,09:26,Dubai-Al Quoz,AC Service,370.73,126.46,244.27,Card,Completed,2024-08,Q3,Wednesday,False,370.73
TXN-004911,2024-08-07,16:12,Dubai-Al Quoz,Battery Replacement,304.47,92.33,212.14,Corporate Account,Completed,2024-08,Q3,Wednesday,False,304.47
TXN-004912,2024-08-08,16:54,Dubai-Al Quoz,Brake Service,422.77,128.24,294.53,Online,Completed,2024-08,Q3,Thursday,False,422.77
TXN-004913,2024-08-08,12:19,Dubai-Al Quoz,Oil Change,195.32,79.06,116.26,Cash,Completed,2024-08,Q3,Thursday,False,195.32
TXN-004914,2024-08-08,18:22,Dubai-Al Quoz,Brake Service,424.67,130.36,294.31,Card,Completed,2024-08,Q3,Thursday,False,424.67
TXN-004915,2024-08-08,12:57,Dubai-Al Quoz,Oil Change,197.21,88.7,108.51,Card,Completed,2024-08,Q3,Thursday,False,197.21
TXN-004916,2024-08-08,10:21,Dubai-Al Quoz,Tyre Replacement,950.4,394.49,555.91,Card,Completed,2024-08,Q3,Thursday,False,950.4
TXN-004917,2024-08-08,16:06,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Cash,Void,2024-08,Q3,Thursday,True,0.0
TXN-004918,2024-08-08,19:09,Dubai-Al Quoz,Detailing,376.21,168.74,207.47,Card,Completed,2024-08,Q3,Thursday,False,376.21
TXN-004919,2024-08-08,10:55,Dubai-Al Quoz,Oil Change,190.62,69.2,121.42,Card,Completed,2024-08,Q3,Thursday,False,190.62
TXN-004920,2024-08-08,18:21,Dubai-Al Quoz,Wheel Alignment,144.29,48.03,96.26,Cash,Completed,2024-08,Q3,Thursday,False,144.29
TXN-004921,2024-08-08,12:06,Dubai-Al Quoz,Engine Diagnostics,194.14,84.46,109.68,Cash,Completed,2024-08,Q3,Thursday,False,194.14
TXN-004922,2024-08-08,11:50,Dubai-Al Quoz,Tyre Replacement,865.03,289.45,575.58,Cash,Completed,2024-08,Q3,Thursday,False,865.03
TXN-004923,2024-08-08,13:50,Dubai-Al Quoz,Full Service,756.7,274.57,482.13,Card,Completed,2024-08,Q3,Thursday,False,756.7
TXN-004924,2024-08-08,11:30,Dubai-Al Quoz,Wheel Alignment,149.14,45.58,103.56,Card,Completed,2024-08,Q3,Thursday,False,149.14
TXN-004925,2024-08-08,14:34,Dubai-Al Quoz,AC Service,398.6,123.24,275.36,Card,Completed,2024-08,Q3,Thursday,False,398.6
TXN-004926,2024-08-08,17:24,Dubai-Al Quoz,Full Service,762.52,235.23,527.29,Card,Completed,2024-08,Q3,Thursday,False,762.52
TXN-004927,2024-08-09,16:25,Dubai-Al Quoz,Suspension Repair,842.06,335.16,506.9,Card,Completed,2024-08,Q3,Friday,False,842.06
TXN-004928,2024-08-09,10:53,Dubai-Al Quoz,Oil Change,179.29,61.29,118.0,Cash,Completed,2024-08,Q3,Friday,False,179.29
TXN-004929,2024-08-09,15:52,Dubai-Al Quoz,Engine Overhaul,3679.36,1521.92,2157.44,Card,Completed,2024-08,Q3,Friday,False,3679.36
TXN-004930,2024-08-09,19:20,Dubai-Al Quoz,Full Service,772.37,332.71,439.66,Card,Completed,2024-08,Q3,Friday,False,772.37
TXN-004931,2024-08-09,08:51,Dubai-Al Quoz,Full Service,767.25,249.88,517.37,Card,Completed,2024-08,Q3,Friday,False,767.25
TXN-004932,2024-08-09,16:31,Dubai-Al Quoz,Brake Service,419.84,161.33,258.51,Corporate Account,Completed,2024-08,Q3,Friday,False,419.84
TXN-004933,2024-08-09,10:26,Dubai-Al Quoz,Battery Replacement,299.0,114.14,184.86,Card,Completed,2024-08,Q3,Friday,False,299.0
TXN-004934,2024-08-09,18:54,Dubai-Al Quoz,Tyre Replacement,897.64,291.59,606.05,Cash,Completed,2024-08,Q3,Friday,False,897.64
TXN-004935,2024-08-09,19:28,Dubai-Al Quoz,Tyre Replacement,841.78,268.88,572.9,Card,Completed,2024-08,Q3,Friday,False,841.78
TXN-004936,2024-08-10,17:42,Dubai-Al Quoz,Brake Service,472.62,173.39,299.23,Card,Completed,2024-08,Q3,Saturday,False,472.62
TXN-004937,2024-08-10,14:26,Dubai-Al Quoz,AC Service,437.37,158.13,279.24,Card,Completed,2024-08,Q3,Saturday,False,437.37
TXN-004938,2024-08-10,16:46,Dubai-Al Quoz,Brake Service,435.02,189.94,245.08,Card,Completed,2024-08,Q3,Saturday,False,435.02
TXN-004939,2024-08-10,09:38,Dubai-Al Quoz,Engine Diagnostics,181.96,55.23,126.73,Corporate Account,Completed,2024-08,Q3,Saturday,False,181.96
TXN-004940,2024-08-10,15:46,Dubai-Al Quoz,Oil Change,196.1,74.84,121.26,Card,Completed,2024-08,Q3,Saturday,False,196.1
TXN-004941,2024-08-10,17:55,Dubai-Al Quoz,Tyre Replacement,971.27,422.95,548.32,Cash,Completed,2024-08,Q3,Saturday,False,971.27
TXN-004942,2024-08-10,17:07,Dubai-Al Quoz,Tyre Replacement,890.98,304.88,586.1,Card,Completed,2024-08,Q3,Saturday,False,890.98
TXN-004943,2024-08-10,12:11,Dubai-Al Quoz,Oil Change,173.68,74.35,99.33,Card,Completed,2024-08,Q3,Saturday,False,173.68
TXN-004944,2024-08-10,18:22,Dubai-Al Quoz,Detailing,409.53,123.46,286.07,Card,Completed,2024-08,Q3,Saturday,False,409.53
TXN-004945,2024-08-10,17:36,Dubai-Al Quoz,Oil Change,172.05,75.31,96.74,Cash,Completed,2024-08,Q3,Saturday,False,172.05
TXN-004946,2024-08-10,08:46,Dubai-Al Quoz,Wheel Alignment,161.8,60.53,101.27,Card,Completed,2024-08,Q3,Saturday,False,161.8
TXN-004947,2024-08-10,15:19,Dubai-Al Quoz,Oil Change,180.83,63.22,117.61,Online,Completed,2024-08,Q3,Saturday,False,180.83
TXN-004948,2024-08-11,18:57,Dubai-Al Quoz,Brake Service,488.49,160.15,328.34,Card,Completed,2024-08,Q3,Sunday,False,488.49
TXN-004949,2024-08-11,13:42,Dubai-Al Quoz,Brake Service,417.16,148.2,268.96,Cash,Completed,2024-08,Q3,Sunday,False,417.16
TXN-004950,2024-08-11,16:09,Dubai-Al Quoz,Full Service,760.39,293.21,467.18,Cash,Completed,2024-08,Q3,Sunday,False,760.39
TXN-004951,2024-08-11,16:45,Dubai-Al Quoz,Battery Replacement,297.34,116.68,180.66,Card,Completed,2024-08,Q3,Sunday,False,297.34
TXN-004952,2024-08-11,09:22,Dubai-Al Quoz,Tyre Replacement,832.52,365.11,467.41,Card,Completed,2024-08,Q3,Sunday,False,832.52
TXN-004953,2024-08-11,08:43,Dubai-Al Quoz,AC Service,417.73,186.45,231.28,Card,Completed,2024-08,Q3,Sunday,False,417.73
TXN-004954,2024-08-11,08:17,Dubai-Al Quoz,Oil Change,174.93,74.71,100.22,Card,Completed,2024-08,Q3,Sunday,False,174.93
TXN-004955,2024-08-11,17:34,Dubai-Al Quoz,AC Service,372.76,113.96,258.8,Card,Completed,2024-08,Q3,Sunday,False,372.76
TXN-004956,2024-08-11,17:42,Dubai-Al Quoz,Wheel Alignment,159.14,64.12,95.02,Card,Completed,2024-08,Q3,Sunday,False,159.14
TXN-004957,2024-08-11,16:28,Dubai-Al Quoz,Oil Change,164.07,60.67,103.4,Cash,Completed,2024-08,Q3,Sunday,False,164.07
TXN-004958,2024-08-11,12:17,Dubai-Al Quoz,Wheel Alignment,161.52,56.09,105.43,Card,Completed,2024-08,Q3,Sunday,False,161.52
TXN-004959,2024-08-11,19:59,Dubai-Al Quoz,Oil Change,180.38,77.05,103.33,Cash,Completed,2024-08,Q3,Sunday,False,180.38
TXN-004960,2024-08-11,10:34,Dubai-Al Quoz,Brake Service,485.78,146.8,338.98,Card,Completed,2024-08,Q3,Sunday,False,485.78
TXN-004961,2024-08-12,11:07,Dubai-Al Quoz,Brake Service,459.71,168.51,291.2,Cash,Completed,2024-08,Q3,Monday,False,459.71
TXN-004962,2024-08-12,17:58,Dubai-Al Quoz,Oil Change,163.27,58.59,104.68,Cash,Completed,2024-08,Q3,Monday,False,163.27
TXN-004963,2024-08-12,16:36,Dubai-Al Quoz,Oil Change,175.35,53.87,121.48,Card,Completed,2024-08,Q3,Monday,False,175.35
TXN-004964,2024-08-12,17:25,Dubai-Al Quoz,Oil Change,191.1,67.91,123.19,Corporate Account,Completed,2024-08,Q3,Monday,False,191.1
TXN-004965,2024-08-12,19:06,Dubai-Al Quoz,Battery Replacement,293.75,132.13,161.62,Card,Completed,2024-08,Q3,Monday,False,293.75
TXN-004966,2024-08-12,15:24,Dubai-Al Quoz,Wheel Alignment,145.97,64.54,81.43,Online,Completed,2024-08,Q3,Monday,False,145.97
TXN-004967,2024-08-12,15:00,Dubai-Al Quoz,Oil Change,185.79,78.82,106.97,Cash,Completed,2024-08,Q3,Monday,False,185.79
TXN-004968,2024-08-12,09:48,Dubai-Al Quoz,Engine Overhaul,3588.39,1091.34,2497.05,Card,Completed,2024-08,Q3,Monday,False,3588.39
TXN-004969,2024-08-12,09:30,Dubai-Al Quoz,Wheel Alignment,157.41,62.08,95.33,Cash,Completed,2024-08,Q3,Monday,False,157.41
TXN-004970,2024-08-12,08:45,Dubai-Al Quoz,Full Service,727.58,264.97,462.61,Card,Completed,2024-08,Q3,Monday,False,727.58
TXN-004971,2024-08-12,14:41,Dubai-Al Quoz,Oil Change,162.3,57.02,105.28,Card,Completed,2024-08,Q3,Monday,False,162.3
TXN-004972,2024-08-12,10:59,Dubai-Al Quoz,Engine Diagnostics,216.45,72.12,144.33,Card,Completed,2024-08,Q3,Monday,False,216.45
TXN-004973,2024-08-13,18:59,Dubai-Al Quoz,Brake Service,441.44,184.04,257.4,Cash,Completed,2024-08,Q3,Tuesday,False,441.44
TXN-004974,2024-08-13,19:56,Dubai-Al Quoz,AC Service,391.72,172.61,219.11,Card,Completed,2024-08,Q3,Tuesday,False,391.72
TXN-004975,2024-08-13,10:02,Dubai-Al Quoz,Suspension Repair,840.13,354.86,485.27,Cash,Completed,2024-08,Q3,Tuesday,False,840.13
TXN-004976,2024-08-13,13:22,Dubai-Al Quoz,Brake Service,0.0,0.0,0.0,Cash,Void,2024-08,Q3,Tuesday,True,0.0
TXN-004977,2024-08-13,18:31,Dubai-Al Quoz,AC Service,407.01,153.74,253.27,Card,Completed,2024-08,Q3,Tuesday,False,407.01
TXN-004978,2024-08-13,09:00,Dubai-Al Quoz,Tyre Replacement,815.24,317.21,498.03,Card,Completed,2024-08,Q3,Tuesday,False,815.24
TXN-004979,2024-08-13,17:36,Dubai-Al Quoz,AC Service,398.92,158.44,240.48,Cash,Completed,2024-08,Q3,Tuesday,False,398.92
TXN-004980,2024-08-13,11:08,Dubai-Al Quoz,Full Service,677.55,273.71,403.84,Cash,Completed,2024-08,Q3,Tuesday,False,677.55
TXN-004981,2024-08-13,17:38,Dubai-Al Quoz,Wheel Alignment,148.29,58.5,89.79,Cash,Completed,2024-08,Q3,Tuesday,False,148.29
TXN-004982,2024-08-13,15:32,Dubai-Al Quoz,Full Service,790.12,351.72,438.4,Cash,Completed,2024-08,Q3,Tuesday,False,790.12
TXN-004983,2024-08-13,12:30,Dubai-Al Quoz,Engine Diagnostics,0.0,0.0,0.0,Card,Void,2024-08,Q3,Tuesday,True,0.0
TXN-004984,2024-08-13,10:13,Dubai-Al Quoz,Oil Change,173.41,62.88,110.53,Online,Completed,2024-08,Q3,Tuesday,False,173.41
TXN-004985,2024-08-13,10:29,Dubai-Al Quoz,Oil Change,190.98,78.74,112.24,Card,Completed,2024-08,Q3,Tuesday,False,190.98
TXN-004986,2024-08-14,10:32,Dubai-Al Quoz,Oil Change,165.96,71.25,94.71,Card,Completed,2024-08,Q3,Wednesday,False,165.96
TXN-004987,2024-08-14,08:43,Dubai-Al Quoz,AC Service,383.05,120.36,262.69,Cash,Completed,2024-08,Q3,Wednesday,False,383.05
TXN-004988,2024-08-14,13:22,Dubai-Al Quoz,Tyre Replacement,972.79,319.43,653.36,Card,Completed,2024-08,Q3,Wednesday,False,972.79
TXN-004989,2024-08-14,19:27,Dubai-Al Quoz,Battery Replacement,323.39,117.32,206.07,Cash,Completed,2024-08,Q3,Wednesday,False,323.39
TXN-004990,2024-08-14,15:28,Dubai-Al Quoz,Wheel Alignment,164.71,53.45,111.26,Card,Completed,2024-08,Q3,Wednesday,False,164.71
TXN-004991,2024-08-14,10:56,Dubai-Al Quoz,Brake Service,482.52,207.02,275.5,Card,Completed,2024-08,Q3,Wednesday,False,482.52
TXN-004992,2024-08-14,09:03,Dubai-Al Quoz,Full Service,683.92,298.8,385.12,Card,Completed,2024-08,Q3,Wednesday,False,683.92
TXN-004993,2024-08-14,10:55,Dubai-Al Quoz,Oil Change,170.51,75.96,94.55,Cash,Completed,2024-08,Q3,Wednesday,False,170.51
TXN-004994,2024-08-14,11:27,Dubai-Al Quoz,Tyre Replacement,942.71,342.17,600.54,Corporate Account,Completed,2024-08,Q3,Wednesday,False,942.71
TXN-004995,2024-08-14,13:34,Dubai-Al Quoz,Oil Change,180.79,60.6,120.19,Cash,Completed,2024-08,Q3,Wednesday,False,180.79
TXN-004996,2024-08-14,10:22,Dubai-Al Quoz,Full Service,790.26,312.13,478.13,Card,Completed,2024-08,Q3,Wednesday,False,790.26
TXN-004997,2024-08-14,16:50,Dubai-Al Quoz,Tyre Replacement,955.79,367.07,588.72,Online,Completed,2024-08,Q3,Wednesday,False,955.79
TXN-004998,2024-08-14,15:05,Dubai-Al Quoz,Battery Replacement,0.0,0.0,0.0,Card,Void,2024-08,Q3,Wednesday,True,0.0
TXN-004999,2024-08-14,09:35,Dubai-Al Quoz,Battery Replacement,311.52,136.46,175.06,Cash,Completed,2024-08,Q3,Wednesday,False,311.52
TXN-005000,2024-08-14,14:54,Dubai-Al Quoz,AC Service,408.55,155.59,252.96,Card,Completed,2024-08,Q3,Wednesday,False,408.55
