invoice_number,invoice_date,branch,branch_trn,customer_type,customer_trn,service_category,subtotal_aed,vat_charged_aed,total_aed,is_taxable,month,quarter,b2b_missing_trn,branch_trn_valid,customer_trn_valid,recalc_vat_aed,vat_error_flag,correct_total_aed,total_mismatch_flag,exempt_vat_flag,clean_error_flag
GINV-DUB-2024-01391,2024-10-17,Dubai-Al Quoz,100234567890123,B2B,296272201280293.0,International Transport,1367.67,0.0,1367.67,False,2024-10,Q4,False,True,False,0.0,False,1367.67,False,False,CLEAN
GINV-DUB-2024-01392,2024-10-17,Dubai-Al Quoz,100234567890123,B2B,442653246242980.0,Parts Supply,625.28,31.26,656.54,True,2024-10,Q4,False,True,False,31.26,False,656.54,False,False,CLEAN
GINV-DUB-2024-01393,2024-10-17,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,395.45,19.77,415.22,True,2024-10,Q4,False,True,False,19.77,False,415.22,False,False,CLEAN
GINV-DUB-2024-01394,2024-10-18,Dubai-Al Quoz,100234567890123,B2B,665926415269964.0,International Transport,994.12,0.0,994.12,False,2024-10,Q4,False,True,False,0.0,False,994.12,False,False,CLEAN
GINV-DUB-2024-01395,2024-10-18,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,465.55,23.28,488.83,True,2024-10,Q4,False,True,False,23.28,False,488.83,False,False,CLEAN
GINV-DUB-2024-01396,2024-10-18,Dubai-Al Quoz,100234567890123,B2B,,Fleet Contract,8954.12,447.71,9401.83,True,2024-10,Q4,False,True,False,447.71,False,9401.83,False,False,CLEAN
GINV-DUB-2024-01397,2024-10-18,Dubai-Al Quoz,100234567890123,B2B,675230063043795.0,International Transport,965.52,0.0,965.52,False,2024-10,Q4,False,True,False,0.0,False,965.52,False,False,CLEAN
GINV-DUB-2024-01398,2024-10-18,Dubai-Al Quoz,100234567890123,B2B,418585914037199.0,International Transport,1669.98,0.0,1669.98,False,2024-10,Q4,False,True,False,0.0,False,1669.98,False,False,CLEAN
GINV-DUB-2024-01399,2024-10-18,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,482.28,24.11,506.39,True,2024-10,Q4,False,True,False,24.11,False,506.39,False,False,CLEAN
GINV-DUB-2024-01400,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,197001099937473.0,International Transport,907.2,0.0,907.2,False,2024-10,Q4,False,True,False,0.0,False,907.2,False,False,CLEAN
GINV-DUB-2024-01401,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,343661283555719.0,Vehicle Service,315.01,15.75,330.76,True,2024-10,Q4,False,True,False,15.75,False,330.76,False,False,CLEAN
GINV-DUB-2024-01402,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,690805705184127.0,Fleet Contract,11139.75,556.99,11696.74,True,2024-10,Q4,False,True,False,556.99,False,11696.74,False,False,CLEAN
GINV-DUB-2024-01403,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,100745011874551.0,Vehicle Service,390.72,19.54,410.26,True,2024-10,Q4,False,True,False,19.54,False,410.26,False,False,CLEAN
GINV-DUB-2024-01404,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,838636092214430.0,Parts Supply,943.56,47.18,990.74,True,2024-10,Q4,False,True,False,47.18,False,990.74,False,False,CLEAN
GINV-DUB-2024-01405,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,775316575277522.0,Parts Supply,1085.7,54.29,1139.99,True,2024-10,Q4,False,True,False,54.29,False,1139.99,False,False,CLEAN
GINV-DUB-2024-01406,2024-10-21,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,511.43,25.57,537.0,True,2024-10,Q4,False,True,False,25.57,False,537.0,False,False,CLEAN
GINV-DUB-2024-01407,2024-10-21,Dubai-Al Quoz,100234567890123,B2B,362546061473435.0,Parts Supply,1061.82,53.09,1114.91,True,2024-10,Q4,False,True,False,53.09,False,1114.91,False,False,CLEAN
GINV-DUB-2024-01408,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,268252753264467.0,Detailing Package,365.84,18.29,384.13,True,2024-10,Q4,False,True,False,18.29,False,384.13,False,False,CLEAN
GINV-DUB-2024-01409,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,373934575129710.0,Detailing Package,300.18,30.02,330.2,True,2024-10,Q4,False,True,False,15.01,True,315.19,True,False,VAT_RATE_ERROR|TOTAL_MISMATCH
GINV-DUB-2024-01410,2024-10-22,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,258.2,12.91,271.11,True,2024-10,Q4,False,True,False,12.91,False,271.11,False,False,CLEAN
GINV-DUB-2024-01411,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,296522684605749.0,International Transport,1234.27,0.0,1234.27,False,2024-10,Q4,False,True,False,0.0,False,1234.27,False,False,CLEAN
GINV-DUB-2024-01412,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,351278211615012.0,International Transport,1018.97,0.0,1018.97,False,2024-10,Q4,False,True,False,0.0,False,1018.97,False,False,CLEAN
GINV-DUB-2024-01413,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,510608941616706.0,Vehicle Service,334.54,16.73,351.27,True,2024-10,Q4,False,True,False,16.73,False,351.27,False,False,CLEAN
GINV-DUB-2024-01414,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,105993399546119.0,Fleet Contract,10289.03,514.45,10803.48,True,2024-10,Q4,False,True,False,514.45,False,10803.48,False,False,CLEAN
GINV-DUB-2024-01415,2024-10-22,Dubai-Al Quoz,100234567890123,B2B,652086568128901.0,Fleet Contract,8477.65,423.88,8901.53,True,2024-10,Q4,False,True,False,423.88,False,8901.53,False,False,CLEAN
GINV-DUB-2024-01416,2024-10-23,Dubai-Al Quoz,100234567890123,B2B,236956655559630.0,Vehicle Service,531.56,26.58,558.14,True,2024-10,Q4,False,True,False,26.58,False,558.14,False,False,CLEAN
GINV-DUB-2024-01417,2024-10-23,Dubai-Al Quoz,100234567890123,B2B,609500365602170.0,Parts Supply,567.87,28.39,596.26,True,2024-10,Q4,False,True,False,28.39,False,596.26,False,False,CLEAN
GINV-DUB-2024-01418,2024-10-23,Dubai-Al Quoz,100234567890123,B2B,525241628029850.0,Parts Supply,772.69,38.63,811.32,True,2024-10,Q4,False,True,False,38.63,False,811.32,False,False,CLEAN
GINV-DUB-2024-01419,2024-10-23,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,512.94,25.65,543.72,True,2024-10,Q4,False,True,False,25.65,False,538.59,True,False,TOTAL_MISMATCH
GINV-DUB-2024-01420,2024-10-23,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,437.06,21.85,458.91,True,2024-10,Q4,False,True,False,21.85,False,458.91,False,False,CLEAN
GINV-DUB-2024-01421,2024-10-23,Dubai-Al Quoz,100234567890123,B2B,206497719756046.0,Parts Supply,744.26,37.21,781.47,True,2024-10,Q4,False,True,False,37.21,False,781.47,False,False,CLEAN
GINV-DUB-2024-01422,2024-10-23,Dubai-Al Quoz,100234567890123,B2B,377535036260850.0,Parts Supply,626.69,31.33,658.02,True,2024-10,Q4,False,True,False,31.33,False,658.02,False,False,CLEAN
GINV-DUB-2024-01423,2024-10-23,Dubai-Al Quoz,100234567890123,B2B,680052800972132.0,Fleet Contract,8095.62,404.78,8500.4,True,2024-10,Q4,False,True,False,404.78,False,8500.4,False,False,CLEAN
GINV-DUB-2024-01424,2024-10-23,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,360.49,18.02,378.51,True,2024-10,Q4,False,True,False,18.02,False,378.51,False,False,CLEAN
GINV-DUB-2024-01425,2024-10-24,Dubai-Al Quoz,100234567890123,B2B,191620869226147.0,Parts Supply,1071.33,53.57,1124.9,True,2024-10,Q4,False,True,False,53.57,False,1124.9,False,False,CLEAN
GINV-DUB-2024-01426,2024-10-24,Dubai-Al Quoz,100234567890123,B2B,481314619635184.0,International Transport,1019.91,0.0,1019.91,False,2024-10,Q4,False,True,False,0.0,False,1019.91,False,False,CLEAN
GINV-DUB-2024-01427,2024-10-24,Dubai-Al Quoz,100234567890123,B2B,862252046362990.0,Parts Supply,878.21,43.91,922.12,True,2024-10,Q4,False,True,False,43.91,False,922.12,False,False,CLEAN
GINV-DUB-2024-01428,2024-10-24,Dubai-Al Quoz,100234567890123,B2B,497345253514352.0,Parts Supply,922.64,46.13,968.77,True,2024-10,Q4,False,True,False,46.13,False,968.77,False,False,CLEAN
GINV-DUB-2024-01429,2024-10-24,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,303.33,15.17,318.5,True,2024-10,Q4,False,True,False,15.17,False,318.5,False,False,CLEAN
GINV-DUB-2024-01430,2024-10-24,Dubai-Al Quoz,100234567890123,B2B,129227238306340.0,Fleet Contract,8341.9,417.1,8759.0,True,2024-10,Q4,False,True,False,417.1,False,8759.0,False,False,CLEAN
GINV-DUB-2024-01431,2024-10-25,Dubai-Al Quoz,100234567890123,B2B,100727645516532.0,Parts Supply,626.92,31.35,658.27,True,2024-10,Q4,False,True,False,31.35,False,658.27,False,False,CLEAN
GINV-DUB-2024-01432,2024-10-25,Dubai-Al Quoz,100234567890123,B2B,400238872712022.0,Fleet Contract,8158.95,407.95,8566.9,True,2024-10,Q4,False,True,False,407.95,False,8566.9,False,False,CLEAN
GINV-DUB-2024-01433,2024-10-25,Dubai-Al Quoz,100234567890123,B2B,348205920357176.0,Detailing Package,360.5,18.03,378.53,True,2024-10,Q4,False,True,False,18.03,False,378.53,False,False,CLEAN
GINV-DUB-2024-01434,2024-10-25,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,369.61,18.48,388.09,True,2024-10,Q4,False,True,False,18.48,False,388.09,False,False,CLEAN
GINV-DUB-2024-01435,2024-10-25,Dubai-Al Quoz,100234567890123,B2B,431960947626499.0,Parts Supply,1038.65,51.93,1090.58,True,2024-10,Q4,False,True,False,51.93,False,1090.58,False,False,CLEAN
GINV-DUB-2024-01436,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,827690866130086.0,Parts Supply,1100.71,55.04,1155.75,True,2024-10,Q4,False,True,False,55.04,False,1155.75,False,False,CLEAN
GINV-DUB-2024-01437,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,597452212219794.0,Parts Supply,1049.59,52.48,1102.07,True,2024-10,Q4,False,True,False,52.48,False,1102.07,False,False,CLEAN
GINV-DUB-2024-01438,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,377427623087768.0,Parts Supply,743.77,37.19,780.96,True,2024-10,Q4,False,True,False,37.19,False,780.96,False,False,CLEAN
GINV-DUB-2024-01439,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,725284280777616.0,Vehicle Service,489.7,24.48,514.18,True,2024-10,Q4,False,True,False,24.48,False,514.18,False,False,CLEAN
GINV-DUB-2024-01440,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,903660599143971.0,Parts Supply,638.07,31.9,669.97,True,2024-10,Q4,False,True,False,31.9,False,669.97,False,False,CLEAN
GINV-DUB-2024-01441,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,217425734172563.0,Parts Supply,639.08,31.95,671.03,True,2024-10,Q4,False,True,False,31.95,False,671.03,False,False,CLEAN
GINV-DUB-2024-01442,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,,Parts Supply,1118.95,55.95,1174.9,True,2024-10,Q4,False,True,False,55.95,False,1174.9,False,False,CLEAN
GINV-DUB-2024-01443,2024-10-28,Dubai-Al Quoz,100234567890123,B2B,800948482408324.0,Detailing Package,253.18,12.66,265.84,True,2024-10,Q4,False,True,False,12.66,False,265.84,False,False,CLEAN
GINV-DUB-2024-01444,2024-10-29,Dubai-Al Quoz,100234567890123,B2B,834560233283873.0,Parts Supply,738.69,36.93,775.62,True,2024-10,Q4,False,True,False,36.93,False,775.62,False,False,CLEAN
GINV-DUB-2024-01445,2024-10-29,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,550.98,27.55,578.53,True,2024-10,Q4,False,True,False,27.55,False,578.53,False,False,CLEAN
GINV-DUB-2024-01446,2024-10-29,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,299.5,14.98,314.48,True,2024-10,Q4,False,True,False,14.98,False,314.48,False,False,CLEAN
GINV-DUB-2024-01447,2024-10-29,Dubai-Al Quoz,100234567890123,B2B,572536805479445.0,Fleet Contract,8488.02,424.4,8912.42,True,2024-10,Q4,False,True,False,424.4,False,8912.42,False,False,CLEAN
GINV-DUB-2024-01448,2024-10-29,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,277.73,13.89,291.62,True,2024-10,Q4,False,True,False,13.89,False,291.62,False,False,CLEAN
GINV-DUB-2024-01449,2024-10-29,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,394.56,19.73,414.29,True,2024-10,Q4,False,True,False,19.73,False,414.29,False,False,CLEAN
GINV-DUB-2024-01450,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,415164994451159.0,Parts Supply,870.41,43.52,913.93,True,2024-10,Q4,False,True,False,43.52,False,913.93,False,False,CLEAN
GINV-DUB-2024-01451,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,426270199044039.0,Vehicle Service,347.0,17.35,364.35,True,2024-10,Q4,False,True,False,17.35,False,364.35,False,False,CLEAN
GINV-DUB-2024-01452,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,224598953028358.0,Vehicle Service,601.25,30.06,631.31,True,2024-10,Q4,False,True,False,30.06,False,631.31,False,False,CLEAN
GINV-DUB-2024-01453,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,220300140047695.0,Parts Supply,718.69,35.93,754.62,True,2024-10,Q4,False,True,False,35.93,False,754.62,False,False,CLEAN
GINV-DUB-2024-01454,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,864954779316793.0,Parts Supply,791.87,39.59,831.46,True,2024-10,Q4,False,True,False,39.59,False,831.46,False,False,CLEAN
GINV-DUB-2024-01455,2024-10-30,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,343.53,17.18,360.71,True,2024-10,Q4,False,True,False,17.18,False,360.71,False,False,CLEAN
GINV-DUB-2024-01456,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,959766505317897.0,Parts Supply,816.19,40.81,857.0,True,2024-10,Q4,False,True,False,40.81,False,857.0,False,False,CLEAN
GINV-DUB-2024-01457,2024-10-30,Dubai-Al Quoz,100234567890123,B2B,623289082472637.0,Vehicle Service,531.77,26.59,558.36,True,2024-10,Q4,False,True,False,26.59,False,558.36,False,False,CLEAN
GINV-DUB-2024-01458,2024-10-30,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,515.79,25.79,541.58,True,2024-10,Q4,False,True,False,25.79,False,541.58,False,False,CLEAN
GINV-DUB-2024-01459,2024-10-31,Dubai-Al Quoz,100234567890123,B2B,758401636647132.0,Parts Supply,1061.63,53.08,1114.71,True,2024-10,Q4,False,True,False,53.08,False,1114.71,False,False,CLEAN
GINV-DUB-2024-01460,2024-10-31,Dubai-Al Quoz,100234567890123,B2B,933844599767183.0,International Transport,1600.71,0.0,1600.71,False,2024-10,Q4,False,True,False,0.0,False,1600.71,False,False,CLEAN
GINV-DUB-2024-01461,2024-10-31,Dubai-Al Quoz,100234567890123,B2B,580375550145044.0,Fleet Contract,10614.3,530.72,11145.02,True,2024-10,Q4,False,True,False,530.72,False,11145.02,False,False,CLEAN
GINV-DUB-2024-01462,2024-10-31,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,523.31,26.17,549.48,True,2024-10,Q4,False,True,False,26.17,False,549.48,False,False,CLEAN
GINV-DUB-2024-01463,2024-10-31,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,484.13,24.21,508.34,True,2024-10,Q4,False,True,False,24.21,False,508.34,False,False,CLEAN
GINV-DUB-2024-01464,2024-10-31,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,322.86,16.14,339.0,True,2024-10,Q4,False,True,False,16.14,False,339.0,False,False,CLEAN
GINV-DUB-2024-01465,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,735753251056784.0,Fleet Contract,10352.71,517.64,10870.35,True,2024-11,Q4,False,True,False,517.64,False,10870.35,False,False,CLEAN
GINV-DUB-2024-01466,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,577456031068668.0,Parts Supply,973.34,48.67,1022.01,True,2024-11,Q4,False,True,False,48.67,False,1022.01,False,False,CLEAN
GINV-DUB-2024-01467,2024-11-01,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,352.42,17.62,370.04,True,2024-11,Q4,False,True,False,17.62,False,370.04,False,False,CLEAN
GINV-DUB-2024-01468,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,649891549719839.0,Parts Supply,888.77,44.44,933.21,True,2024-11,Q4,False,True,False,44.44,False,933.21,False,False,CLEAN
GINV-DUB-2024-01469,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,888361127150889.0,Parts Supply,774.8,30.99,805.79,True,2024-11,Q4,False,True,False,38.74,True,813.54,True,False,VAT_RATE_ERROR|TOTAL_MISMATCH
GINV-DUB-2024-01470,2024-11-01,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,569.43,28.47,597.9,True,2024-11,Q4,False,True,False,28.47,False,597.9,False,False,CLEAN
GINV-DUB-2024-01471,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,626054213414174.0,Parts Supply,839.49,41.97,881.46,True,2024-11,Q4,False,True,False,41.97,False,881.46,False,False,CLEAN
GINV-DUB-2024-01472,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,386692765607812.0,Detailing Package,336.91,16.85,353.76,True,2024-11,Q4,False,True,False,16.85,False,353.76,False,False,CLEAN
GINV-DUB-2024-01473,2024-11-01,Dubai-Al Quoz,100234567890123,B2B,706058397598229.0,Fleet Contract,7453.22,372.66,7825.88,True,2024-11,Q4,False,True,False,372.66,False,7825.88,False,False,CLEAN
GINV-DUB-2024-01474,2024-11-04,Dubai-Al Quoz,100234567890123,B2B,361364357867815.0,Vehicle Service,403.39,20.17,423.56,True,2024-11,Q4,False,True,False,20.17,False,423.56,False,False,CLEAN
GINV-DUB-2024-01475,2024-11-04,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,329.29,16.46,345.75,True,2024-11,Q4,False,True,False,16.46,False,345.75,False,False,CLEAN
GINV-DUB-2024-01476,2024-11-04,Dubai-Al Quoz,100234567890123,B2B,649811321380356.0,Parts Supply,912.5,45.62,958.12,True,2024-11,Q4,False,True,False,45.62,False,958.12,False,False,CLEAN
GINV-DUB-2024-01477,2024-11-04,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,515.64,25.78,541.42,True,2024-11,Q4,False,True,False,25.78,False,541.42,False,False,CLEAN
GINV-DUB-2024-01478,2024-11-04,Dubai-Al Quoz,100234567890123,B2B,142673410186578.0,Parts Supply,1089.47,54.47,1143.94,True,2024-11,Q4,False,True,False,54.47,False,1143.94,False,False,CLEAN
GINV-DUB-2024-01479,2024-11-04,Dubai-Al Quoz,100234567890123,B2B,455615649070328.0,Vehicle Service,612.3,30.61,642.91,True,2024-11,Q4,False,True,False,30.61,False,642.91,False,False,CLEAN
GINV-DUB-2024-01480,2024-11-04,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,566.07,28.3,594.37,True,2024-11,Q4,False,True,False,28.3,False,594.37,False,False,CLEAN
GINV-DUB-2024-01481,2024-11-04,Dubai-Al Quoz,100234567890123,B2B,150532039220238.0,Vehicle Service,531.16,26.56,557.72,True,2024-11,Q4,False,True,False,26.56,False,557.72,False,False,CLEAN
GINV-DUB-2024-01482,2024-11-05,Dubai-Al Quoz,100234567890123,B2B,962766061019589.0,Parts Supply,752.23,37.61,789.84,True,2024-11,Q4,False,True,False,37.61,False,789.84,False,False,CLEAN
GINV-DUB-2024-01483,2024-11-05,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,402.49,20.12,422.61,True,2024-11,Q4,False,True,False,20.12,False,422.61,False,False,CLEAN
GINV-DUB-2024-01484,2024-11-05,Dubai-Al Quoz,100234567890123,B2B,356552463180412.0,Parts Supply,746.24,37.31,783.55,True,2024-11,Q4,False,True,False,37.31,False,783.55,False,False,CLEAN
GINV-DUB-2024-01485,2024-11-05,Dubai-Al Quoz,100234567890123,B2B,711894059797504.0,Parts Supply,997.61,49.88,1047.49,True,2024-11,Q4,False,True,False,49.88,False,1047.49,False,False,CLEAN
GINV-DUB-2024-01486,2024-11-05,Dubai-Al Quoz,100234567890123,B2B,127290677285634.0,Vehicle Service,317.65,15.88,333.53,True,2024-11,Q4,False,True,False,15.88,False,333.53,False,False,CLEAN
GINV-DUB-2024-01487,2024-11-06,Dubai-Al Quoz,100234567890123,B2B,181870125352356.0,Parts Supply,1107.98,55.4,1163.38,True,2024-11,Q4,False,True,False,55.4,False,1163.38,False,False,CLEAN
GINV-DUB-2024-01488,2024-11-06,Dubai-Al Quoz,100234567890123,B2B,820384158168431.0,Detailing Package,440.89,22.04,462.93,True,2024-11,Q4,False,True,False,22.04,False,462.93,False,False,CLEAN
GINV-DUB-2024-01489,2024-11-06,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,471.25,23.56,494.81,True,2024-11,Q4,False,True,False,23.56,False,494.81,False,False,CLEAN
GINV-DUB-2024-01490,2024-11-06,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,586.47,29.32,615.79,True,2024-11,Q4,False,True,False,29.32,False,615.79,False,False,CLEAN
GINV-DUB-2024-01491,2024-11-06,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,400.83,20.04,420.87,True,2024-11,Q4,False,True,False,20.04,False,420.87,False,False,CLEAN
GINV-DUB-2024-01492,2024-11-06,Dubai-Al Quoz,100234567890123,B2B,643746046929773.0,Fleet Contract,11232.16,561.61,11793.77,True,2024-11,Q4,False,True,False,561.61,False,11793.77,False,False,CLEAN
GINV-DUB-2024-01493,2024-11-06,Dubai-Al Quoz,100234567890123,B2B,247460270003834.0,Parts Supply,953.7,47.69,1001.39,True,2024-11,Q4,False,True,False,47.69,False,1001.39,False,False,CLEAN
GINV-DUB-2024-01494,2024-11-06,Dubai-Al Quoz,100234567890123,B2B,277444973187584.0,Parts Supply,692.62,34.63,727.25,True,2024-11,Q4,False,True,False,34.63,False,727.25,False,False,CLEAN
GINV-DUB-2024-01495,2024-11-07,Dubai-Al Quoz,100234567890123,B2B,693262558709682.0,Parts Supply,905.8,45.29,951.09,True,2024-11,Q4,False,True,False,45.29,False,951.09,False,False,CLEAN
GINV-DUB-2024-01496,2024-11-07,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,507.7,25.39,533.09,True,2024-11,Q4,False,True,False,25.39,False,533.09,False,False,CLEAN
GINV-DUB-2024-01497,2024-11-07,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,435.18,21.76,456.94,True,2024-11,Q4,False,True,False,21.76,False,456.94,False,False,CLEAN
GINV-DUB-2024-01498,2024-11-07,Dubai-Al Quoz,100234567890123,B2B,281390999724573.0,Parts Supply,1104.73,55.24,1159.97,True,2024-11,Q4,False,True,False,55.24,False,1159.97,False,False,CLEAN
GINV-DUB-2024-01499,2024-11-07,Dubai-Al Quoz,100234567890123,B2B,951777234432342.0,Vehicle Service,377.81,18.89,396.7,True,2024-11,Q4,False,True,False,18.89,False,396.7,False,False,CLEAN
GINV-DUB-2024-01500,2024-11-07,Dubai-Al Quoz,100234567890123,B2B,973860167411367.0,Detailing Package,463.12,23.16,486.28,True,2024-11,Q4,False,True,False,23.16,False,486.28,False,False,CLEAN
GINV-DUB-2024-01501,2024-11-07,Dubai-Al Quoz,100234567890123,B2B,239005107501690.0,Vehicle Service,512.72,25.64,538.36,True,2024-11,Q4,False,True,False,25.64,False,538.36,False,False,CLEAN
GINV-DUB-2024-01502,2024-11-07,Dubai-Al Quoz,100234567890123,B2B,368830643569701.0,Parts Supply,989.7,98.97,1088.67,True,2024-11,Q4,False,True,False,49.49,True,1039.19,True,False,VAT_RATE_ERROR|TOTAL_MISMATCH
GINV-DUB-2024-01503,2024-11-08,Dubai-Al Quoz,100234567890123,B2B,366563492201712.0,Vehicle Service,497.9,24.89,522.79,True,2024-11,Q4,False,True,False,24.89,False,522.79,False,False,CLEAN
GINV-DUB-2024-01504,2024-11-08,Dubai-Al Quoz,100234567890123,B2B,266203203590759.0,Parts Supply,953.15,47.66,1000.81,True,2024-11,Q4,False,True,False,47.66,False,1000.81,False,False,CLEAN
GINV-DUB-2024-01505,2024-11-08,Dubai-Al Quoz,100234567890123,B2B,325112314207879.0,Fleet Contract,6890.6,344.53,7235.13,True,2024-11,Q4,False,True,False,344.53,False,7235.13,False,False,CLEAN
GINV-DUB-2024-01506,2024-11-08,Dubai-Al Quoz,100234567890123,B2B,266172443907023.0,Vehicle Service,318.16,15.91,334.07,True,2024-11,Q4,False,True,False,15.91,False,334.07,False,False,CLEAN
GINV-DUB-2024-01507,2024-11-08,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,431.32,21.57,452.89,True,2024-11,Q4,False,True,False,21.57,False,452.89,False,False,CLEAN
GINV-DUB-2024-01508,2024-11-11,Dubai-Al Quoz,100234567890123,B2B,733424223517413.0,Fleet Contract,10611.4,530.57,11141.97,True,2024-11,Q4,False,True,False,530.57,False,11141.97,False,False,CLEAN
GINV-DUB-2024-01509,2024-11-11,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,531.06,0.0,531.06,True,2024-11,Q4,False,True,False,26.55,True,557.61,True,False,VAT_RATE_ERROR|TOTAL_MISMATCH
GINV-DUB-2024-01510,2024-11-11,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,473.28,23.66,496.94,True,2024-11,Q4,False,True,False,23.66,False,496.94,False,False,CLEAN
GINV-DUB-2024-01511,2024-11-11,Dubai-Al Quoz,100234567890123,B2B,889733063228787.0,Fleet Contract,10386.14,519.31,10905.45,True,2024-11,Q4,False,True,False,519.31,False,10905.45,False,False,CLEAN
GINV-DUB-2024-01512,2024-11-11,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,323.69,16.18,339.87,True,2024-11,Q4,False,True,False,16.18,False,339.87,False,False,CLEAN
GINV-DUB-2024-01513,2024-11-11,Dubai-Al Quoz,100234567890123,B2B,873936438763912.0,Vehicle Service,516.18,25.81,541.99,True,2024-11,Q4,False,True,False,25.81,False,541.99,False,False,CLEAN
GINV-DUB-2024-01514,2024-11-11,Dubai-Al Quoz,100234567890123,B2B,344084797342179.0,Vehicle Service,621.6,31.08,652.68,True,2024-11,Q4,False,True,False,31.08,False,652.68,False,False,CLEAN
GINV-DUB-2024-01515,2024-11-12,Dubai-Al Quoz,100234567890123,B2C,,Detailing Package,382.0,19.1,401.1,True,2024-11,Q4,False,True,False,19.1,False,401.1,False,False,CLEAN
GINV-DUB-2024-01516,2024-11-12,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,485.02,24.25,509.27,True,2024-11,Q4,False,True,False,24.25,False,509.27,False,False,CLEAN
GINV-DUB-2024-01517,2024-11-12,Dubai-Al Quoz,100234567890123,B2B,,Vehicle Service,458.76,22.94,481.7,True,2024-11,Q4,False,True,False,22.94,False,481.7,False,False,CLEAN
GINV-DUB-2024-01518,2024-11-12,Dubai-Al Quoz,100234567890123,B2C,,Vehicle Service,447.28,22.36,469.64,True,2024-11,Q4,False,True,False,22.36,False,469.64,False,False,CLEAN
GINV-DUB-2024-01519,2024-11-12,Dubai-Al Quoz,100234567890123,B2B,356294497833543.0,Parts Supply,848.49,42.42,890.91,True,2024-11,Q4,False,True,False,42.42,False,890.91,False,False,CLEAN
